Participant.Public.ID,Participant.Private.ID,Spreadsheet..audiofile,Rhythm,Harmony,Trial.Number.x,Display.x,groove,Trial.Number.y,Display.y,pleasure
4uzwt11f,10747804,Iso_LH3.mp3,1,2,2,trial,63,8,trial,84
4uzwt11f,10747804,Iso_MH2.mp3,1,3,3,trial,77,1,trial,69
4uzwt11f,10747804,Iso_Oct.mp3,1,1,16,trial,33,6,trial,78
4uzwt11f,10747804,LR3_HH3.mp3,2,4,12,trial,67,11,trial,30
4uzwt11f,10747804,LR3_LH3.mp3,2,2,8,trial,61,12,trial,40
4uzwt11f,10747804,LR3_MH2.mp3,2,3,9,trial,72,16,trial,65
4uzwt11f,10747804,LR3_Oct.mp3,2,1,5,trial,37,2,trial,75
4uzwt11f,10747804,MR1_HH3.mp3,3,4,10,trial,66,3,trial,70
4uzwt11f,10747804,MR1_LH3.mp3,3,2,11,trial,23,13,trial,31
4uzwt11f,10747804,MR1_MH2.mp3,3,3,1,trial,63,7,trial,70
4uzwt11f,10747804,MR1_Oct.mp3,3,1,4,trial,38,15,trial,27
56ob2dop,10756680,HR1_HH3.mp3,4,4,5,trial,30,11,trial,35
56ob2dop,10756680,HR1_LH3.mp3,4,2,3,trial,70,15,trial,69
56ob2dop,10756680,HR1_MH2.mp3,4,3,15,trial,100,4,trial,30
56ob2dop,10756680,HR1_Oct.mp3,4,1,7,trial,33,16,trial,81
56ob2dop,10756680,Iso_HH3.mp3,1,4,8,trial,32,13,trial,12
56ob2dop,10756680,Iso_LH3.mp3,1,2,9,trial,40,6,trial,30
56ob2dop,10756680,Iso_MH2.mp3,1,3,10,trial,19,12,trial,30
56ob2dop,10756680,Iso_Oct.mp3,1,1,4,trial,35,5,trial,24
56ob2dop,10756680,LR3_HH3.mp3,2,4,16,trial,63,14,trial,23
56ob2dop,10756680,LR3_LH3.mp3,2,2,14,trial,24,9,trial,74
56ob2dop,10756680,LR3_MH2.mp3,2,3,12,trial,19,10,trial,70
56ob2dop,10756680,LR3_Oct.mp3,2,1,1,trial,68,2,trial,70
56ob2dop,10756680,MR1_HH3.mp3,3,4,11,trial,27,3,trial,68
56ob2dop,10756680,MR1_LH3.mp3,3,2,13,trial,26,7,trial,32
56ob2dop,10756680,MR1_MH2.mp3,3,3,2,trial,30,8,trial,77
56ob2dop,10756680,MR1_Oct.mp3,3,1,6,trial,33,1,trial,79
5or72we9,10758999,HR1_HH3.mp3,4,4,16,trial,33,14,trial,23
5or72we9,10758999,HR1_LH3.mp3,4,2,14,trial,37,12,trial,38
5or72we9,10758999,HR1_MH2.mp3,4,3,2,trial,34,6,trial,32
5or72we9,10758999,HR1_Oct.mp3,4,1,9,trial,30,16,trial,32
5or72we9,10758999,Iso_HH3.mp3,1,4,15,trial,55,9,trial,39
5or72we9,10758999,Iso_LH3.mp3,1,2,12,trial,66,15,trial,54
5or72we9,10758999,Iso_MH2.mp3,1,3,6,trial,62,7,trial,54
