"Participant.Public.ID","Participant.Private.ID","country","Rhythm","Harmony","groove","pleasure","MT","GMS","MS","EE","MR","SM","SR","BMRQ","gender","age"
"00ozrxkb","10615428","chinese","4","4",63,37,18,68,14,16,13,16,13,72,"1",21
"00ozrxkb","10615428","chinese","4","2",57,61,18,68,14,16,13,16,13,72,"1",21
"00ozrxkb","10615428","chinese","4","3",37,66,18,68,14,16,13,16,13,72,"1",21
"00ozrxkb","10615428","chinese","4","1",56,41,18,68,14,16,13,16,13,72,"1",21
"00ozrxkb","10615428","chinese","1","4",32,34,18,68,14,16,13,16,13,72,"1",21
"00ozrxkb","10615428","chinese","1","2",31,59,18,68,14,16,13,16,13,72,"1",21
"00ozrxkb","10615428","chinese","1","3",36,38,18,68,14,16,13,16,13,72,"1",21
"00ozrxkb","10615428","chinese","1","1",57,43,18,68,14,16,13,16,13,72,"1",21
"00ozrxkb","10615428","chinese","2","4",65,38,18,68,14,16,13,16,13,72,"1",21
"00ozrxkb","10615428","chinese","2","2",43,66,18,68,14,16,13,16,13,72,"1",21
"00ozrxkb","10615428","chinese","2","3",34,74,18,68,14,16,13,16,13,72,"1",21
"00ozrxkb","10615428","chinese","2","1",56,81,18,68,14,16,13,16,13,72,"1",21
"00ozrxkb","10615428","chinese","3","4",80,84,18,68,14,16,13,16,13,72,"1",21
"00ozrxkb","10615428","chinese","3","2",69,85,18,68,14,16,13,16,13,72,"1",21
"00ozrxkb","10615428","chinese","3","3",61,91,18,68,14,16,13,16,13,72,"1",21
"00ozrxkb","10615428","chinese","3","1",74,86,18,68,14,16,13,16,13,72,"1",21
"01ngy9k2","10782624","chinese","4","4",13,0,11,61,16,16,14,17,16,79,"2",23
"01ngy9k2","10782624","chinese","4","2",24,29,11,61,16,16,14,17,16,79,"2",23
"01ngy9k2","10782624","chinese","4","3",7,19,11,61,16,16,14,17,16,79,"2",23
"01ngy9k2","10782624","chinese","4","1",4,33,11,61,16,16,14,17,16,79,"2",23
"01ngy9k2","10782624","chinese","1","4",63,3,11,61,16,16,14,17,16,79,"2",23
"01ngy9k2","10782624","chinese","1","2",23,70,11,61,16,16,14,17,16,79,"2",23
"01ngy9k2","10782624","chinese","1","3",29,8,11,61,16,16,14,17,16,79,"2",23
"01ngy9k2","10782624","chinese","1","1",56,24,11,61,16,16,14,17,16,79,"2",23
"01ngy9k2","10782624","chinese","2","4",70,68,11,61,16,16,14,17,16,79,"2",23
"01ngy9k2","10782624","chinese","2","2",84,63,11,61,16,16,14,17,16,79,"2",23
"01ngy9k2","10782624","chinese","2","3",66,18,11,61,16,16,14,17,16,79,"2",23
"01ngy9k2","10782624","chinese","2","1",74,67,11,61,16,16,14,17,16,79,"2",23
"01ngy9k2","10782624","chinese","3","4",26,0,11,61,16,16,14,17,16,79,"2",23
"01ngy9k2","10782624","chinese","3","2",36,25,11,61,16,16,14,17,16,79,"2",23
"01ngy9k2","10782624","chinese","3","3",25,29,11,61,16,16,14,17,16,79,"2",23
"01ngy9k2","10782624","chinese","3","1",31,17,11,61,16,16,14,17,16,79,"2",23
"01sybimu","10523371","denmark","4","4",0,0,37,90,12,15,18,17,18,80,"2",24
"01sybimu","10523371","denmark","4","2",30,32,37,90,12,15,18,17,18,80,"2",24
"01sybimu","10523371","denmark","4","3",3,8,37,90,12,15,18,17,18,80,"2",24
"01sybimu","10523371","denmark","4","1",28,33,37,90,12,15,18,17,18,80,"2",24
"01sybimu","10523371","denmark","1","4",17,10,37,90,12,15,18,17,18,80,"2",24
"01sybimu","10523371","denmark","1","2",26,45,37,90,12,15,18,17,18,80,"2",24
"01sybimu","10523371","denmark","1","3",29,32,37,90,12,15,18,17,18,80,"2",24
"01sybimu","10523371","denmark","1","1",45,59,37,90,12,15,18,17,18,80,"2",24
"01sybimu","10523371","denmark","2","4",12,3,37,90,12,15,18,17,18,80,"2",24
"01sybimu","10523371","denmark","2","2",71,66,37,90,12,15,18,17,18,80,"2",24
"01sybimu","10523371","denmark","2","3",17,15,37,90,12,15,18,17,18,80,"2",24
"01sybimu","10523371","denmark","2","1",69,75,37,90,12,15,18,17,18,80,"2",24
"01sybimu","10523371","denmark","3","4",1,35,37,90,12,15,18,17,18,80,"2",24
"01sybimu","10523371","denmark","3","2",83,97,37,90,12,15,18,17,18,80,"2",24
"01sybimu","10523371","denmark","3","3",26,59,37,90,12,15,18,17,18,80,"2",24
"01sybimu","10523371","denmark","3","1",75,76,37,90,12,15,18,17,18,80,"2",24
"05xrj0yw","10484018","denmark","4","4",0,0,8,48,13,20,13,12,12,70,"2",24
"05xrj0yw","10484018","denmark","4","2",58,31,8,48,13,20,13,12,12,70,"2",24
"05xrj0yw","10484018","denmark","4","3",37,0,8,48,13,20,13,12,12,70,"2",24
"05xrj0yw","10484018","denmark","4","1",23,40,8,48,13,20,13,12,12,70,"2",24
"05xrj0yw","10484018","denmark","1","4",37,21,8,48,13,20,13,12,12,70,"2",24
"05xrj0yw","10484018","denmark","1","2",26,19,8,48,13,20,13,12,12,70,"2",24
"05xrj0yw","10484018","denmark","1","3",24,0,8,48,13,20,13,12,12,70,"2",24
"05xrj0yw","10484018","denmark","1","1",60,43,8,48,13,20,13,12,12,70,"2",24
"05xrj0yw","10484018","denmark","2","4",50,0,8,48,13,20,13,12,12,70,"2",24
"05xrj0yw","10484018","denmark","2","2",57,40,8,48,13,20,13,12,12,70,"2",24
"05xrj0yw","10484018","denmark","2","3",34,46,8,48,13,20,13,12,12,70,"2",24
"05xrj0yw","10484018","denmark","2","1",64,39,8,48,13,20,13,12,12,70,"2",24
"05xrj0yw","10484018","denmark","3","4",62,30,8,48,13,20,13,12,12,70,"2",24
"05xrj0yw","10484018","denmark","3","2",60,44,8,48,13,20,13,12,12,70,"2",24
"05xrj0yw","10484018","denmark","3","3",55,40,8,48,13,20,13,12,12,70,"2",24
"05xrj0yw","10484018","denmark","3","1",84,53,8,48,13,20,13,12,12,70,"2",24
"086y0853","10615410","chinese","4","4",54,30,12,54,17,18,13,19,19,86,"2",22
"086y0853","10615410","chinese","4","2",28,36,12,54,17,18,13,19,19,86,"2",22
"086y0853","10615410","chinese","4","3",34,39,12,54,17,18,13,19,19,86,"2",22
"086y0853","10615410","chinese","4","1",40,24,12,54,17,18,13,19,19,86,"2",22
"086y0853","10615410","chinese","1","4",31,75,12,54,17,18,13,19,19,86,"2",22
"086y0853","10615410","chinese","1","2",41,33,12,54,17,18,13,19,19,86,"2",22
"086y0853","10615410","chinese","1","3",35,59,12,54,17,18,13,19,19,86,"2",22
"086y0853","10615410","chinese","1","1",64,55,12,54,17,18,13,19,19,86,"2",22
"086y0853","10615410","chinese","2","4",76,69,12,54,17,18,13,19,19,86,"2",22
"086y0853","10615410","chinese","2","2",89,72,12,54,17,18,13,19,19,86,"2",22
"086y0853","10615410","chinese","2","3",82,70,12,54,17,18,13,19,19,86,"2",22
"086y0853","10615410","chinese","2","1",84,69,12,54,17,18,13,19,19,86,"2",22
"086y0853","10615410","chinese","3","4",89,85,12,54,17,18,13,19,19,86,"2",22
"086y0853","10615410","chinese","3","2",78,85,12,54,17,18,13,19,19,86,"2",22
"086y0853","10615410","chinese","3","3",78,77,12,54,17,18,13,19,19,86,"2",22
"086y0853","10615410","chinese","3","1",79,79,12,54,17,18,13,19,19,86,"2",22
"0rj5b2ip","10615301","chinese","4","4",39,67,29,109,18,20,18,20,20,96,"2",23
"0rj5b2ip","10615301","chinese","4","2",50,44,29,109,18,20,18,20,20,96,"2",23
"0rj5b2ip","10615301","chinese","4","3",57,48,29,109,18,20,18,20,20,96,"2",23
"0rj5b2ip","10615301","chinese","4","1",42,61,29,109,18,20,18,20,20,96,"2",23
"0rj5b2ip","10615301","chinese","1","4",84,61,29,109,18,20,18,20,20,96,"2",23
"0rj5b2ip","10615301","chinese","1","2",81,62,29,109,18,20,18,20,20,96,"2",23
"0rj5b2ip","10615301","chinese","1","3",90,58,29,109,18,20,18,20,20,96,"2",23
"0rj5b2ip","10615301","chinese","1","1",70,76,29,109,18,20,18,20,20,96,"2",23
"0rj5b2ip","10615301","chinese","2","4",73,62,29,109,18,20,18,20,20,96,"2",23
"0rj5b2ip","10615301","chinese","2","2",83,67,29,109,18,20,18,20,20,96,"2",23
"0rj5b2ip","10615301","chinese","2","3",79,66,29,109,18,20,18,20,20,96,"2",23
"0rj5b2ip","10615301","chinese","2","1",80,76,29,109,18,20,18,20,20,96,"2",23
"0rj5b2ip","10615301","chinese","3","4",86,76,29,109,18,20,18,20,20,96,"2",23
"0rj5b2ip","10615301","chinese","3","2",91,82,29,109,18,20,18,20,20,96,"2",23
"0rj5b2ip","10615301","chinese","3","3",60,69,29,109,18,20,18,20,20,96,"2",23
"0rj5b2ip","10615301","chinese","3","1",100,79,29,109,18,20,18,20,20,96,"2",23
"0wczf4yw","10419061","denmark","4","4",55,25,23,91,18,19,20,18,19,94,"2",21
"0wczf4yw","10419061","denmark","4","2",57,0,23,91,18,19,20,18,19,94,"2",21
"0wczf4yw","10419061","denmark","4","3",35,32,23,91,18,19,20,18,19,94,"2",21
"0wczf4yw","10419061","denmark","4","1",35,22,23,91,18,19,20,18,19,94,"2",21
"0wczf4yw","10419061","denmark","1","4",34,23,23,91,18,19,20,18,19,94,"2",21
"0wczf4yw","10419061","denmark","1","2",33,77,23,91,18,19,20,18,19,94,"2",21
"0wczf4yw","10419061","denmark","1","3",33,24,23,91,18,19,20,18,19,94,"2",21
"0wczf4yw","10419061","denmark","1","1",39,28,23,91,18,19,20,18,19,94,"2",21
"0wczf4yw","10419061","denmark","2","4",61,40,23,91,18,19,20,18,19,94,"2",21
"0wczf4yw","10419061","denmark","2","2",69,99,23,91,18,19,20,18,19,94,"2",21
"0wczf4yw","10419061","denmark","2","3",60,79,23,91,18,19,20,18,19,94,"2",21
"0wczf4yw","10419061","denmark","2","1",38,68,23,91,18,19,20,18,19,94,"2",21
"0wczf4yw","10419061","denmark","3","4",68,23,23,91,18,19,20,18,19,94,"2",21
"0wczf4yw","10419061","denmark","3","2",39,89,23,91,18,19,20,18,19,94,"2",21
"0wczf4yw","10419061","denmark","3","3",57,8,23,91,18,19,20,18,19,94,"2",21
"0wczf4yw","10419061","denmark","3","1",68,100,23,91,18,19,20,18,19,94,"2",21
"12w4b7xr","10747920","chinese","4","4",29,19,27,110,19,15,19,19,20,92,"2",22
"12w4b7xr","10747920","chinese","4","2",71,35,27,110,19,15,19,19,20,92,"2",22
"12w4b7xr","10747920","chinese","4","3",37,63,27,110,19,15,19,19,20,92,"2",22
"12w4b7xr","10747920","chinese","4","1",83,63,27,110,19,15,19,19,20,92,"2",22
"12w4b7xr","10747920","chinese","1","4",97,86,27,110,19,15,19,19,20,92,"2",22
"12w4b7xr","10747920","chinese","1","2",73,40,27,110,19,15,19,19,20,92,"2",22
"12w4b7xr","10747920","chinese","1","3",29,26,27,110,19,15,19,19,20,92,"2",22
"12w4b7xr","10747920","chinese","1","1",74,28,27,110,19,15,19,19,20,92,"2",22
"12w4b7xr","10747920","chinese","2","4",82,30,27,110,19,15,19,19,20,92,"2",22
"12w4b7xr","10747920","chinese","2","2",77,72,27,110,19,15,19,19,20,92,"2",22
"12w4b7xr","10747920","chinese","2","3",83,24,27,110,19,15,19,19,20,92,"2",22
"12w4b7xr","10747920","chinese","2","1",73,31,27,110,19,15,19,19,20,92,"2",22
"12w4b7xr","10747920","chinese","3","4",25,71,27,110,19,15,19,19,20,92,"2",22
"12w4b7xr","10747920","chinese","3","2",75,39,27,110,19,15,19,19,20,92,"2",22
"12w4b7xr","10747920","chinese","3","3",32,63,27,110,19,15,19,19,20,92,"2",22
"12w4b7xr","10747920","chinese","3","1",75,32,27,110,19,15,19,19,20,92,"2",22
"130mtdx5","10749093","chinese","4","4",59,35,23,81,17,19,14,18,17,85,"2",20
"130mtdx5","10749093","chinese","4","2",33,16,23,81,17,19,14,18,17,85,"2",20
"130mtdx5","10749093","chinese","4","3",59,61,23,81,17,19,14,18,17,85,"2",20
"130mtdx5","10749093","chinese","4","1",23,61,23,81,17,19,14,18,17,85,"2",20
"130mtdx5","10749093","chinese","1","4",12,30,23,81,17,19,14,18,17,85,"2",20
"130mtdx5","10749093","chinese","1","2",25,28,23,81,17,19,14,18,17,85,"2",20
"130mtdx5","10749093","chinese","1","3",15,28,23,81,17,19,14,18,17,85,"2",20
"130mtdx5","10749093","chinese","1","1",15,15,23,81,17,19,14,18,17,85,"2",20
"130mtdx5","10749093","chinese","2","4",80,63,23,81,17,19,14,18,17,85,"2",20
"130mtdx5","10749093","chinese","2","2",84,66,23,81,17,19,14,18,17,85,"2",20
"130mtdx5","10749093","chinese","2","3",74,78,23,81,17,19,14,18,17,85,"2",20
"130mtdx5","10749093","chinese","2","1",77,71,23,81,17,19,14,18,17,85,"2",20
"130mtdx5","10749093","chinese","3","4",93,91,23,81,17,19,14,18,17,85,"2",20
"130mtdx5","10749093","chinese","3","2",94,91,23,81,17,19,14,18,17,85,"2",20
"130mtdx5","10749093","chinese","3","3",93,93,23,81,17,19,14,18,17,85,"2",20
"130mtdx5","10749093","chinese","3","1",90,85,23,81,17,19,14,18,17,85,"2",20
"1stccggy","10389972","denmark","4","4",9,0,8,63,18,17,18,19,16,88,"2",21
"1stccggy","10389972","denmark","4","2",20,0,8,63,18,17,18,19,16,88,"2",21
"1stccggy","10389972","denmark","4","3",40,0,8,63,18,17,18,19,16,88,"2",21
"1stccggy","10389972","denmark","4","1",20,63,8,63,18,17,18,19,16,88,"2",21
"1stccggy","10389972","denmark","1","4",0,18,8,63,18,17,18,19,16,88,"2",21
"1stccggy","10389972","denmark","1","2",31,28,8,63,18,17,18,19,16,88,"2",21
"1stccggy","10389972","denmark","1","3",24,40,8,63,18,17,18,19,16,88,"2",21
"1stccggy","10389972","denmark","1","1",25,39,8,63,18,17,18,19,16,88,"2",21
"1stccggy","10389972","denmark","2","4",43,27,8,63,18,17,18,19,16,88,"2",21
"1stccggy","10389972","denmark","2","2",66,39,8,63,18,17,18,19,16,88,"2",21
"1stccggy","10389972","denmark","2","3",57,37,8,63,18,17,18,19,16,88,"2",21
"1stccggy","10389972","denmark","2","1",43,50,8,63,18,17,18,19,16,88,"2",21
"1stccggy","10389972","denmark","3","4",64,37,8,63,18,17,18,19,16,88,"2",21
"1stccggy","10389972","denmark","3","2",82,68,8,63,18,17,18,19,16,88,"2",21
"1stccggy","10389972","denmark","3","3",76,60,8,63,18,17,18,19,16,88,"2",21
"1stccggy","10389972","denmark","3","1",67,75,8,63,18,17,18,19,16,88,"2",21
"22s25t0u","10693500","denmark","4","4",0,0,33,72,15,16,16,12,12,71,"1",25
"22s25t0u","10693500","denmark","4","2",0,23,33,72,15,16,16,12,12,71,"1",25
"22s25t0u","10693500","denmark","4","3",0,0,33,72,15,16,16,12,12,71,"1",25
"22s25t0u","10693500","denmark","4","1",0,0,33,72,15,16,16,12,12,71,"1",25
"22s25t0u","10693500","denmark","1","4",33,39,33,72,15,16,16,12,12,71,"1",25
"22s25t0u","10693500","denmark","1","2",29,14,33,72,15,16,16,12,12,71,"1",25
"22s25t0u","10693500","denmark","1","3",0,0,33,72,15,16,16,12,12,71,"1",25
"22s25t0u","10693500","denmark","1","1",24,0,33,72,15,16,16,12,12,71,"1",25
"22s25t0u","10693500","denmark","2","4",20,33,33,72,15,16,16,12,12,71,"1",25
"22s25t0u","10693500","denmark","2","2",19,0,33,72,15,16,16,12,12,71,"1",25
"22s25t0u","10693500","denmark","2","3",34,35,33,72,15,16,16,12,12,71,"1",25
"22s25t0u","10693500","denmark","2","1",0,39,33,72,15,16,16,12,12,71,"1",25
"22s25t0u","10693500","denmark","3","4",0,60,33,72,15,16,16,12,12,71,"1",25
"22s25t0u","10693500","denmark","3","2",70,26,33,72,15,16,16,12,12,71,"1",25
"22s25t0u","10693500","denmark","3","3",13,0,33,72,15,16,16,12,12,71,"1",25
"22s25t0u","10693500","denmark","3","1",52,76,33,72,15,16,16,12,12,71,"1",25
"248x4tej","10615516","chinese","4","4",77,66,31,85,18,18,16,17,15,84,"1",24
"248x4tej","10615516","chinese","4","2",66,70,31,85,18,18,16,17,15,84,"1",24
"248x4tej","10615516","chinese","4","3",83,74,31,85,18,18,16,17,15,84,"1",24
"248x4tej","10615516","chinese","4","1",34,72,31,85,18,18,16,17,15,84,"1",24
"248x4tej","10615516","chinese","1","4",100,70,31,85,18,18,16,17,15,84,"1",24
"248x4tej","10615516","chinese","1","2",68,82,31,85,18,18,16,17,15,84,"1",24
"248x4tej","10615516","chinese","1","3",63,68,31,85,18,18,16,17,15,84,"1",24
"248x4tej","10615516","chinese","1","1",77,69,31,85,18,18,16,17,15,84,"1",24
"248x4tej","10615516","chinese","2","4",4,76,31,85,18,18,16,17,15,84,"1",24
"248x4tej","10615516","chinese","2","2",64,68,31,85,18,18,16,17,15,84,"1",24
"248x4tej","10615516","chinese","2","3",94,57,31,85,18,18,16,17,15,84,"1",24
"248x4tej","10615516","chinese","2","1",71,66,31,85,18,18,16,17,15,84,"1",24
"248x4tej","10615516","chinese","3","4",36,91,31,85,18,18,16,17,15,84,"1",24
"248x4tej","10615516","chinese","3","2",62,68,31,85,18,18,16,17,15,84,"1",24
"248x4tej","10615516","chinese","3","3",58,70,31,85,18,18,16,17,15,84,"1",24
"248x4tej","10615516","chinese","3","1",24,75,31,85,18,18,16,17,15,84,"1",24
"29v1q34h","10747783","chinese","4","4",38,26,29,86,17,19,17,20,18,91,"2",20
"29v1q34h","10747783","chinese","4","2",31,62,29,86,17,19,17,20,18,91,"2",20
"29v1q34h","10747783","chinese","4","3",43,23,29,86,17,19,17,20,18,91,"2",20
"29v1q34h","10747783","chinese","4","1",28,23,29,86,17,19,17,20,18,91,"2",20
"29v1q34h","10747783","chinese","1","4",65,33,29,86,17,19,17,20,18,91,"2",20
"29v1q34h","10747783","chinese","1","2",58,75,29,86,17,19,17,20,18,91,"2",20
"29v1q34h","10747783","chinese","1","3",67,46,29,86,17,19,17,20,18,91,"2",20
"29v1q34h","10747783","chinese","1","1",60,55,29,86,17,19,17,20,18,91,"2",20
"29v1q34h","10747783","chinese","2","4",61,46,29,86,17,19,17,20,18,91,"2",20
"29v1q34h","10747783","chinese","2","2",61,83,29,86,17,19,17,20,18,91,"2",20
"29v1q34h","10747783","chinese","2","3",72,57,29,86,17,19,17,20,18,91,"2",20
"29v1q34h","10747783","chinese","2","1",79,81,29,86,17,19,17,20,18,91,"2",20
"29v1q34h","10747783","chinese","3","4",57,74,29,86,17,19,17,20,18,91,"2",20
"29v1q34h","10747783","chinese","3","2",33,43,29,86,17,19,17,20,18,91,"2",20
"29v1q34h","10747783","chinese","3","3",66,81,29,86,17,19,17,20,18,91,"2",20
"29v1q34h","10747783","chinese","3","1",52,54,29,86,17,19,17,20,18,91,"2",20
"2ffbv0lp","10757407","chinese","4","4",88,28,31,103,20,19,16,17,18,90,"1",28
"2ffbv0lp","10757407","chinese","4","2",77,87,31,103,20,19,16,17,18,90,"1",28
"2ffbv0lp","10757407","chinese","4","3",85,42,31,103,20,19,16,17,18,90,"1",28
"2ffbv0lp","10757407","chinese","4","1",76,70,31,103,20,19,16,17,18,90,"1",28
"2ffbv0lp","10757407","chinese","1","4",45,22,31,103,20,19,16,17,18,90,"1",28
"2ffbv0lp","10757407","chinese","1","2",75,55,31,103,20,19,16,17,18,90,"1",28
"2ffbv0lp","10757407","chinese","1","3",69,77,31,103,20,19,16,17,18,90,"1",28
"2ffbv0lp","10757407","chinese","1","1",59,76,31,103,20,19,16,17,18,90,"1",28
"2ffbv0lp","10757407","chinese","2","4",90,56,31,103,20,19,16,17,18,90,"1",28
"2ffbv0lp","10757407","chinese","2","2",81,25,31,103,20,19,16,17,18,90,"1",28
"2ffbv0lp","10757407","chinese","2","3",97,56,31,103,20,19,16,17,18,90,"1",28
"2ffbv0lp","10757407","chinese","2","1",90,37,31,103,20,19,16,17,18,90,"1",28
"2ffbv0lp","10757407","chinese","3","4",97,29,31,103,20,19,16,17,18,90,"1",28
"2ffbv0lp","10757407","chinese","3","2",90,70,31,103,20,19,16,17,18,90,"1",28
"2ffbv0lp","10757407","chinese","3","3",74,67,31,103,20,19,16,17,18,90,"1",28
"2ffbv0lp","10757407","chinese","3","1",96,10,31,103,20,19,16,17,18,90,"1",28
"2k2t1xaw","10755906","chinese","4","4",69,100,28,87,18,17,17,19,18,89,"1",21
"2k2t1xaw","10755906","chinese","4","2",29,72,28,87,18,17,17,19,18,89,"1",21
"2k2t1xaw","10755906","chinese","4","3",37,77,28,87,18,17,17,19,18,89,"1",21
"2k2t1xaw","10755906","chinese","4","1",75,69,28,87,18,17,17,19,18,89,"1",21
"2k2t1xaw","10755906","chinese","1","4",70,72,28,87,18,17,17,19,18,89,"1",21
"2k2t1xaw","10755906","chinese","1","2",66,34,28,87,18,17,17,19,18,89,"1",21
"2k2t1xaw","10755906","chinese","1","3",68,60,28,87,18,17,17,19,18,89,"1",21
"2k2t1xaw","10755906","chinese","1","1",72,31,28,87,18,17,17,19,18,89,"1",21
"2k2t1xaw","10755906","chinese","2","4",26,36,28,87,18,17,17,19,18,89,"1",21
"2k2t1xaw","10755906","chinese","2","2",100,70,28,87,18,17,17,19,18,89,"1",21
"2k2t1xaw","10755906","chinese","2","3",71,37,28,87,18,17,17,19,18,89,"1",21
"2k2t1xaw","10755906","chinese","2","1",74,39,28,87,18,17,17,19,18,89,"1",21
"2k2t1xaw","10755906","chinese","3","4",72,37,28,87,18,17,17,19,18,89,"1",21
"2k2t1xaw","10755906","chinese","3","2",33,33,28,87,18,17,17,19,18,89,"1",21
"2k2t1xaw","10755906","chinese","3","3",30,32,28,87,18,17,17,19,18,89,"1",21
"2k2t1xaw","10755906","chinese","3","1",39,34,28,87,18,17,17,19,18,89,"1",21
"2l0uqiz5","10679119","chinese","4","4",23,43,34,100,18,18,15,17,17,85,"1",20
"2l0uqiz5","10679119","chinese","4","2",13,19,34,100,18,18,15,17,17,85,"1",20
"2l0uqiz5","10679119","chinese","4","3",29,42,34,100,18,18,15,17,17,85,"1",20
"2l0uqiz5","10679119","chinese","4","1",27,57,34,100,18,18,15,17,17,85,"1",20
"2l0uqiz5","10679119","chinese","1","4",10,54,34,100,18,18,15,17,17,85,"1",20
"2l0uqiz5","10679119","chinese","1","2",58,41,34,100,18,18,15,17,17,85,"1",20
"2l0uqiz5","10679119","chinese","1","3",6,44,34,100,18,18,15,17,17,85,"1",20
"2l0uqiz5","10679119","chinese","1","1",19,44,34,100,18,18,15,17,17,85,"1",20
"2l0uqiz5","10679119","chinese","2","4",19,54,34,100,18,18,15,17,17,85,"1",20
"2l0uqiz5","10679119","chinese","2","2",25,54,34,100,18,18,15,17,17,85,"1",20
"2l0uqiz5","10679119","chinese","2","3",16,39,34,100,18,18,15,17,17,85,"1",20
"2l0uqiz5","10679119","chinese","2","1",61,55,34,100,18,18,15,17,17,85,"1",20
"2l0uqiz5","10679119","chinese","3","4",31,39,34,100,18,18,15,17,17,85,"1",20
"2l0uqiz5","10679119","chinese","3","2",58,57,34,100,18,18,15,17,17,85,"1",20
"2l0uqiz5","10679119","chinese","3","3",56,32,34,100,18,18,15,17,17,85,"1",20
"2l0uqiz5","10679119","chinese","3","1",72,58,34,100,18,18,15,17,17,85,"1",20
"2lvhod2s","10665766","denmark","4","4",19,0,7,75,17,20,18,19,16,90,"2",24
"2lvhod2s","10665766","denmark","4","2",0,26,7,75,17,20,18,19,16,90,"2",24
"2lvhod2s","10665766","denmark","4","3",0,0,7,75,17,20,18,19,16,90,"2",24
"2lvhod2s","10665766","denmark","4","1",36,0,7,75,17,20,18,19,16,90,"2",24
"2lvhod2s","10665766","denmark","1","4",58,24,7,75,17,20,18,19,16,90,"2",24
"2lvhod2s","10665766","denmark","1","2",61,37,7,75,17,20,18,19,16,90,"2",24
"2lvhod2s","10665766","denmark","1","3",33,63,7,75,17,20,18,19,16,90,"2",24
"2lvhod2s","10665766","denmark","1","1",69,72,7,75,17,20,18,19,16,90,"2",24
"2lvhod2s","10665766","denmark","2","4",59,42,7,75,17,20,18,19,16,90,"2",24
"2lvhod2s","10665766","denmark","2","2",76,59,7,75,17,20,18,19,16,90,"2",24
"2lvhod2s","10665766","denmark","2","3",65,36,7,75,17,20,18,19,16,90,"2",24
"2lvhod2s","10665766","denmark","2","1",64,59,7,75,17,20,18,19,16,90,"2",24
"2lvhod2s","10665766","denmark","3","4",65,65,7,75,17,20,18,19,16,90,"2",24
"2lvhod2s","10665766","denmark","3","2",81,69,7,75,17,20,18,19,16,90,"2",24
"2lvhod2s","10665766","denmark","3","3",78,40,7,75,17,20,18,19,16,90,"2",24
"2lvhod2s","10665766","denmark","3","1",69,62,7,75,17,20,18,19,16,90,"2",24
"2qfqx5ns","10612173","denmark","4","4",0,0,11,69,11,17,20,19,17,84,"2",25
"2qfqx5ns","10612173","denmark","4","2",23,16,11,69,11,17,20,19,17,84,"2",25
"2qfqx5ns","10612173","denmark","4","3",22,2,11,69,11,17,20,19,17,84,"2",25
"2qfqx5ns","10612173","denmark","4","1",8,8,11,69,11,17,20,19,17,84,"2",25
"2qfqx5ns","10612173","denmark","1","4",0,0,11,69,11,17,20,19,17,84,"2",25
"2qfqx5ns","10612173","denmark","1","2",12,9,11,69,11,17,20,19,17,84,"2",25
"2qfqx5ns","10612173","denmark","1","3",40,6,11,69,11,17,20,19,17,84,"2",25
"2qfqx5ns","10612173","denmark","1","1",12,6,11,69,11,17,20,19,17,84,"2",25
"2qfqx5ns","10612173","denmark","2","4",0,3,11,69,11,17,20,19,17,84,"2",25
"2qfqx5ns","10612173","denmark","2","2",39,8,11,69,11,17,20,19,17,84,"2",25
"2qfqx5ns","10612173","denmark","2","3",30,15,11,69,11,17,20,19,17,84,"2",25
"2qfqx5ns","10612173","denmark","2","1",54,10,11,69,11,17,20,19,17,84,"2",25
"2qfqx5ns","10612173","denmark","3","4",6,4,11,69,11,17,20,19,17,84,"2",25
"2qfqx5ns","10612173","denmark","3","2",57,57,11,69,11,17,20,19,17,84,"2",25
"2qfqx5ns","10612173","denmark","3","3",13,43,11,69,11,17,20,19,17,84,"2",25
"2qfqx5ns","10612173","denmark","3","1",46,57,11,69,11,17,20,19,17,84,"2",25
"2y1ghdyb","10551166","denmark","4","4",3,14,24,56,16,18,20,17,12,83,"2",26
"2y1ghdyb","10551166","denmark","4","2",1,15,24,56,16,18,20,17,12,83,"2",26
"2y1ghdyb","10551166","denmark","4","3",2,12,24,56,16,18,20,17,12,83,"2",26
"2y1ghdyb","10551166","denmark","4","1",4,12,24,56,16,18,20,17,12,83,"2",26
"2y1ghdyb","10551166","denmark","1","4",1,27,24,56,16,18,20,17,12,83,"2",26
"2y1ghdyb","10551166","denmark","1","2",15,36,24,56,16,18,20,17,12,83,"2",26
"2y1ghdyb","10551166","denmark","1","3",3,28,24,56,16,18,20,17,12,83,"2",26
"2y1ghdyb","10551166","denmark","1","1",25,37,24,56,16,18,20,17,12,83,"2",26
"2y1ghdyb","10551166","denmark","2","4",4,11,24,56,16,18,20,17,12,83,"2",26
"2y1ghdyb","10551166","denmark","2","2",8,36,24,56,16,18,20,17,12,83,"2",26
"2y1ghdyb","10551166","denmark","2","3",8,35,24,56,16,18,20,17,12,83,"2",26
"2y1ghdyb","10551166","denmark","2","1",31,40,24,56,16,18,20,17,12,83,"2",26
"2y1ghdyb","10551166","denmark","3","4",5,22,24,56,16,18,20,17,12,83,"2",26
"2y1ghdyb","10551166","denmark","3","2",62,73,24,56,16,18,20,17,12,83,"2",26
"2y1ghdyb","10551166","denmark","3","3",28,77,24,56,16,18,20,17,12,83,"2",26
"2y1ghdyb","10551166","denmark","3","1",64,69,24,56,16,18,20,17,12,83,"2",26
