Participant.Public.ID,Participant.Private.ID,Spreadsheet..audiofile,Rhythm,Harmony,Trial.Number.x,Display.x,groove,Trial.Number.y,Display.y,pleasure
5fcrybra,10437313,LR3_HH3.mp3,2,4,10,trial,27,16,trial,12
5fcrybra,10437313,LR3_LH3.mp3,2,2,3,trial,80,2,trial,61
5fcrybra,10437313,LR3_MH2.mp3,2,3,15,trial,61,4,trial,18
5fcrybra,10437313,LR3_Oct.mp3,2,1,1,trial,60,15,trial,71
5fcrybra,10437313,MR1_HH3.mp3,3,4,5,trial,60,3,trial,2
5fcrybra,10437313,MR1_LH3.mp3,3,2,6,trial,71,1,trial,75
5fcrybra,10437313,MR1_MH2.mp3,3,3,4,trial,76,8,trial,59
5fcrybra,10437313,MR1_Oct.mp3,3,1,11,trial,81,14,trial,86
5gnis5rm,10695598,HR1_HH3.mp3,4,4,5,trial,14,4,trial,12
5gnis5rm,10695598,HR1_LH3.mp3,4,2,10,trial,37,5,trial,36
5gnis5rm,10695598,HR1_MH2.mp3,4,3,3,trial,0,6,trial,49
5gnis5rm,10695598,HR1_Oct.mp3,4,1,6,trial,50,8,trial,44
5gnis5rm,10695598,Iso_HH3.mp3,1,4,9,trial,28,3,trial,31
5gnis5rm,10695598,Iso_LH3.mp3,1,2,7,trial,17,13,trial,0
5gnis5rm,10695598,Iso_MH2.mp3,1,3,13,trial,45,2,trial,29
5gnis5rm,10695598,Iso_Oct.mp3,1,1,16,trial,0,9,trial,53
5gnis5rm,10695598,LR3_HH3.mp3,2,4,14,trial,58,1,trial,33
5gnis5rm,10695598,LR3_LH3.mp3,2,2,12,trial,89,15,trial,57
5gnis5rm,10695598,LR3_MH2.mp3,2,3,15,trial,30,11,trial,44
5gnis5rm,10695598,LR3_Oct.mp3,2,1,1,trial,58,10,trial,65
5gnis5rm,10695598,MR1_HH3.mp3,3,4,11,trial,70,16,trial,50
5gnis5rm,10695598,MR1_LH3.mp3,3,2,2,trial,72,12,trial,79
5gnis5rm,10695598,MR1_MH2.mp3,3,3,8,trial,57,14,trial,74
5gnis5rm,10695598,MR1_Oct.mp3,3,1,4,trial,74,7,trial,59
666,10275593,HR1_HH3.mp3,4,4,12,trial,72,7,trial,30
666,10275593,HR1_LH3.mp3,4,2,11,trial,82,2,trial,40
666,10275593,HR1_MH2.mp3,4,3,3,trial,26,9,trial,82
