"Participant.Public.ID","Participant.Private.ID","country","goldmsi1.quantised","goldmsi3.quantised","goldmsi4.quantised","goldmsi7.quantised","goldmsi10.quantised","goldmsi12.quantised","goldmsi14.quantised","goldmsi15.quantised","goldmsi17.quantised","goldmsi19.quantised","goldmsi23.quantised","goldmsi24.quantised","goldmsi25.quantised","goldmsi27.quantised","goldmsi29.quantised","goldmsi32.quantised","goldmsi33.quantised","goldmsi35.quantised","goldmsi36.quantised","goldmsi37.quantised","q01.quantised","q02.quantised","q03.quantised","q04.quantised","q05.quantised","q06.quantised","q07.quantised","q08.quantised","q09.quantised","q10.quantised","q11.quantised","q12.quantised","q13.quantised","q14.quantised","q15.quantised","q16.quantised","q17.quantised","q18.quantised","q19.quantised","q20.quantised"
"s472kaiz",10615519,"chinese",5,3,3,6,5,6,3,6,2,5,6,5,7,6,5,2,5,5,5,4,4,2,4,5,3,4,5,4,5,3,4,3,4,4,5,5,1,4,4,4
"s71qcm2l",10746379,"chinese",5,4,5,6,6,5,3,5,2,4,4,1,4,6,5,2,3,2,2,2,4,2,4,5,1,4,4,4,5,4,4,2,4,5,4,4,4,2,4,5
"scau2cfs",10615397,"chinese",6,5,5,6,5,6,6,5,2,6,2,6,2,3,6,4,5,5,4,4,4,2,4,5,2,4,4,5,4,4,4,5,4,4,4,5,4,4,5,4
"se675twb",10615467,"chinese",5,3,5,3,4,3,5,5,2,3,5,2,5,6,4,1,1,3,1,1,5,1,4,5,2,5,5,4,5,4,4,5,2,5,4,5,4,4,5,4
"t5zn7nvd",10747836,"chinese",5,4,3,5,5,2,2,6,1,5,1,4,2,4,6,2,4,2,3,3,4,2,4,5,1,4,4,5,4,4,5,4,5,5,4,4,4,5,4,5
"t7zj7gx3",10745076,"chinese",5,5,6,5,4,4,2,5,2,5,7,4,5,6,3,2,3,4,4,3,4,2,4,4,2,4,4,5,4,5,4,4,4,5,5,4,4,4,5,5
"u38i920s",10620266,"chinese",5,2,6,7,4,5,6,7,2,6,1,1,5,7,6,2,4,2,2,2,5,1,5,5,1,4,5,5,5,5,5,4,4,5,5,5,4,1,5,4
"uh5f20s2",10615459,"chinese",6,3,4,7,7,6,2,4,6,7,1,1,5,1,7,4,5,4,5,3,5,4,5,4,4,5,5,4,5,2,2,1,5,4,2,5,1,1,4,2
"ux7600ha",10756109,"chinese",4,5,6,6,4,5,2,4,1,3,4,3,2,5,6,3,5,4,4,3,4,2,5,4,1,5,4,4,5,4,4,5,4,5,4,4,5,5,4,5
"v007mc3w",10745355,"chinese",6,5,6,6,5,4,5,5,6,6,5,6,5,6,4,3,4,4,4,2,4,2,4,4,2,4,4,4,4,4,4,5,4,5,4,4,4,4,4,5
"vivk94td",10615476,"chinese",5,5,5,7,5,4,4,5,4,5,5,3,5,5,5,4,4,4,3,3,4,2,4,4,2,4,4,3,4,4,4,3,4,4,4,4,4,2,4,5
"vrcnyevd",10615499,"chinese",6,5,6,5,5,6,3,6,2,5,2,3,2,5,6,2,3,4,4,3,4,1,4,5,1,5,5,4,4,5,4,4,5,5,5,4,4,2,4,4
"vvgo2x9d",10615362,"chinese",5,7,2,6,5,6,1,6,2,5,2,1,4,3,6,2,2,3,2,2,4,1,5,5,3,5,4,5,5,3,5,3,5,5,5,4,4,2,5,4
"vzz3hq5o",10745009,"chinese",5,4,3,5,4,6,2,5,1,5,3,4,2,6,3,2,3,4,5,3,5,2,4,4,2,5,5,4,5,4,4,4,5,5,5,4,4,4,5,4
"vzz8ac56",10748656,"chinese",4,2,3,5,6,4,3,5,3,4,2,5,2,4,5,2,1,1,1,1,4,1,5,4,2,5,4,5,4,5,4,4,5,5,4,4,3,4,5,4
"w7lg2t60",10755904,"chinese",4,4,6,6,4,5,3,5,2,4,3,4,2,5,6,3,5,4,4,3,4,2,4,5,2,4,4,5,4,4,5,4,4,5,4,4,5,4,5,5
"wedir472",10615312,"chinese",4,5,6,5,6,4,2,5,2,5,3,3,4,3,5,2,3,2,2,3,4,2,4,4,2,4,5,5,4,4,4,5,4,4,5,4,4,4,4,4
"wlzm73xh",10748267,"chinese",4,3,4,5,4,3,5,4,3,4,3,4,3,5,5,2,1,1,2,1,5,2,4,4,1,4,4,5,4,4,5,5,4,5,5,4,4,4,5,4
"wnj6of55",10756672,"chinese",7,6,6,5,4,6,1,7,1,5,2,5,4,3,5,2,1,4,2,3,5,1,4,5,2,5,4,4,5,5,5,4,4,5,5,4,5,4,5,5
"x6qflhsm",10615390,"chinese",6,5,6,7,6,7,3,7,1,6,4,7,3,2,5,4,3,5,5,7,5,2,4,5,1,5,4,5,5,5,4,5,5,4,5,5,4,5,4,5
"xf4x8838",10615457,"chinese",6,5,5,6,5,5,2,5,2,5,1,2,3,3,5,5,3,1,1,2,4,2,4,5,2,4,4,5,4,4,5,4,4,5,4,4,5,4,5,4
"xfohvwc2",10615445,"chinese",6,7,6,7,6,7,2,7,2,7,1,5,1,3,6,4,4,4,3,5,5,1,4,4,1,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5
"y1eypor8",10615425,"chinese",5,3,5,6,7,6,3,3,4,2,5,1,5,5,4,1,3,1,1,1,4,2,4,4,1,4,4,5,5,5,2,5,4,4,4,4,4,5,5,5
"y6hj6rd1",10755905,"chinese",4,5,6,6,5,4,3,5,3,4,3,5,2,5,6,3,5,4,4,3,5,1,4,4,1,5,4,4,5,4,4,5,4,4,5,4,5,4,5,5
"yf4nzz0b",10615506,"chinese",4,3,4,5,5,5,4,5,3,5,4,3,4,5,5,3,5,4,4,3,4,3,4,4,2,4,4,4,4,4,4,4,4,5,5,4,4,4,4,4
"yvmxbd8a",10615373,"chinese",7,5,5,5,7,7,1,7,4,5,3,5,3,2,7,3,7,5,5,2,4,2,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"yxfx2r6c",10615365,"chinese",7,7,6,7,6,6,2,6,6,6,6,7,5,2,6,4,6,3,3,4,5,1,5,5,1,4,4,4,5,4,4,4,5,5,5,5,5,1,5,5
"zurc09zq",10615464,"chinese",5,6,3,5,3,5,7,5,3,5,7,2,7,7,2,3,3,2,3,2,5,2,4,5,2,4,4,4,4,5,4,4,5,5,5,4,3,4,5,5
"01sybimu",10523371,"denmark",3,2,5,6,5,5,3,4,2,6,1,4,4,2,5,6,5,5,6,4,4,3,5,3,2,5,3,5,4,4,3,4,4,4,5,5,3,4,4,4
"05xrj0yw",10484018,"denmark",2,2,2,3,3,2,6,5,3,4,6,7,7,7,4,1,1,1,1,1,4,1,5,5,2,3,4,3,5,2,3,1,2,5,3,3,1,4,5,3
"0ons535i",10356030,"denmark",3,2,2,4,2,3,7,3,4,3,7,6,6,7,4,2,2,1,1,2,3,4,4,4,3,4,3,4,4,3,2,4,4,4,4,4,2,4,4,4
"0wczf4yw",10419061,"denmark",3,5,6,6,6,7,1,6,2,5,3,7,5,7,6,3,5,2,4,1,5,1,5,5,1,5,5,5,5,4,5,5,4,4,5,5,3,5,5,4
"0zdq85tp",10628576,"denmark",6,2,5,5,4,5,4,6,4,5,3,6,4,3,5,3,3,3,3,2,5,1,5,5,2,5,5,5,5,4,3,4,4,4,2,4,2,4,4,3
"1qm7vz88",10445829,"denmark",3,1,2,5,7,7,1,1,1,7,1,7,1,1,7,5,6,6,6,4,5,1,5,5,1,5,4,5,5,5,5,2,5,5,5,5,3,5,5,5
"1stccggy",10389972,"denmark",5,2,5,6,3,5,6,6,5,4,5,7,6,7,6,1,1,1,1,1,4,1,5,4,1,4,4,5,5,4,5,4,3,4,5,5,4,4,4,5
"22s25t0u",10693500,"denmark",3,5,3,2,5,3,4,4,3,6,3,2,7,4,7,5,4,6,4,6,4,1,4,4,3,4,3,5,4,3,5,2,1,4,3,3,2,5,4,3
"2lvhod2s",10665766,"denmark",6,3,7,5,5,7,7,6,3,7,7,7,4,7,7,1,1,1,1,1,4,1,5,5,1,4,3,5,5,5,4,3,3,5,4,5,5,5,5,5
"2qfqx5ns",10612173,"denmark",3,1,5,5,6,6,3,4,3,4,2,3,2,7,6,1,1,1,1,1,4,3,5,4,2,4,4,5,5,5,2,5,4,4,5,5,2,5,4,5
"2x3d91be",10640064,"denmark",4,1,5,7,1,3,5,6,6,3,7,6,6,7,4,1,1,1,1,1,4,1,4,5,2,5,4,4,5,4,4,4,3,5,5,5,2,4,5,4
"2y1ghdyb",10551166,"denmark",4,1,1,2,1,5,5,5,7,4,2,5,7,5,1,4,4,3,5,2,3,1,5,4,2,3,4,5,5,4,4,5,4,4,4,2,3,5,5,5
"3ebpayor",10517382,"denmark",4,4,7,7,7,7,1,7,1,6,1,7,3,1,7,7,7,7,7,5,1,1,5,4,1,5,5,5,3,5,4,4,5,4,3,4,5,5,4,4
"3s1lhl39",10644302,"denmark",3,1,2,3,3,3,3,3,2,4,1,4,3,6,4,1,1,1,4,2,4,1,5,5,1,4,4,5,5,5,4,4,3,5,4,5,4,5,5,4
"48gjzt2y",10454594,"denmark",5,2,4,7,5,5,3,4,3,2,1,6,7,5,6,2,2,1,1,2,4,1,5,4,2,4,3,5,4,4,2,4,3,4,5,3,1,4,4,5
"4de091m2",10369089,"denmark",4,5,6,6,6,5,2,3,2,4,2,6,5,3,6,3,3,4,4,3,5,2,4,5,1,5,4,4,5,5,4,4,4,5,5,5,3,5,5,4
"4omjmnly",10650496,"denmark",1,1,1,1,1,1,7,1,5,1,5,4,6,6,2,1,1,1,3,1,3,2,4,4,2,3,2,4,4,4,1,5,1,4,4,4,1,4,4,3
"5diapoj8",10519261,"denmark",5,2,7,6,7,6,2,4,2,5,2,5,2,3,6,4,3,3,3,3,4,1,4,5,1,4,4,5,4,5,5,4,3,4,5,5,5,4,4,5
"5fcrybra",10437313,"denmark",1,1,1,1,1,4,6,5,6,4,4,6,6,7,4,2,3,1,1,1,4,2,5,5,1,4,4,5,5,5,3,4,2,4,5,5,3,5,5,5
"5gnis5rm",10695598,"denmark",5,2,6,5,6,7,5,3,2,5,3,7,4,7,6,5,4,4,4,2,4,1,5,5,2,5,3,5,4,4,3,5,4,4,5,3,3,5,5,5
"666",10275593,"denmark",1,2,3,4,5,6,7,6,5,4,3,2,1,2,3,5,6,7,6,5,1,2,3,4,5,4,3,2,1,2,3,4,5,4,3,2,1,2,3,4
"6daw4r1k",10560563,"denmark",4,2,6,6,6,6,2,5,2,5,1,5,3,2,5,3,5,2,2,4,4,2,4,4,3,4,4,5,5,3,4,5,4,4,5,5,2,4,4,5
"6kgkb2sx",10317638,"denmark",5,3,6,6,6,5,1,5,1,5,4,6,5,6,5,1,1,1,2,1,5,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"6ofjc38g",10697798,"denmark",5,4,5,6,6,6,1,5,3,5,3,5,4,3,5,6,4,6,6,5,4,1,5,4,1,5,5,5,5,5,4,4,5,4,5,4,4,5,4,4
"6t81lwtr",10623357,"denmark",2,1,3,6,4,5,3,1,3,4,2,2,5,7,5,6,1,1,6,3,4,1,4,4,1,4,3,5,4,4,3,5,1,4,4,4,1,5,3,5
"6vgyw3h1",10441741,"denmark",2,1,3,6,3,4,3,1,5,4,3,4,5,7,4,3,4,3,3,2,4,4,4,4,2,3,1,4,4,4,2,1,4,4,2,4,1,4,4,5
"6whrn8f3",10696592,"denmark",2,1,1,3,1,5,7,5,7,5,6,4,7,7,1,2,2,1,2,1,4,2,5,4,5,4,3,5,5,1,2,4,1,4,3,4,1,5,4,4
"79snlakt",10617959,"denmark",2,1,2,2,5,2,5,1,3,2,5,2,6,7,2,2,2,1,1,1,5,1,4,4,2,4,2,4,4,4,3,2,4,4,4,5,2,2,4,5
"7aireyek",10693530,"denmark",5,1,3,7,3,7,4,5,4,6,3,7,6,7,7,1,1,1,1,1,5,1,4,5,1,4,4,5,5,5,4,5,2,5,5,5,5,5,5,5
"7be6vbk0",10445460,"denmark",7,4,7,7,7,7,1,7,1,7,1,7,1,1,7,7,6,6,7,5,5,1,4,4,1,5,4,4,4,4,4,1,5,4,5,5,5,5,5,5
"7t5v3pfn",10695883,"denmark",1,2,6,6,5,5,3,2,3,4,3,2,3,7,6,1,1,1,2,1,4,4,4,4,2,4,3,3,4,3,4,2,3,4,5,4,1,4,4,5
"87a1c3k0",10693419,"denmark",5,1,4,7,3,6,1,5,5,6,2,5,4,2,4,7,2,3,5,2,5,2,5,4,2,5,4,5,5,3,4,4,5,5,4,4,2,4,5,5
"8d7cj4qi",10331969,"denmark",4,1,6,5,7,7,1,7,1,7,1,5,1,3,6,3,5,1,1,2,4,1,4,3,1,4,4,5,3,3,5,5,5,3,4,5,1,5,4,4
"8ou0ar59",10495734,"denmark",1,1,1,2,1,5,7,2,7,2,7,3,3,7,4,1,1,3,1,1,4,5,5,2,4,3,1,2,3,2,1,2,1,4,4,3,1,4,4,2
"9crmlvyo",10293557,"denmark",2,1,1,3,1,1,5,1,7,3,5,1,3,5,2,1,1,1,1,1,4,4,5,3,4,4,2,4,4,1,1,3,2,4,2,3,1,3,5,5
"9cu267ky",10579276,"denmark",5,1,1,4,1,3,7,2,7,5,7,7,1,7,2,1,1,1,1,1,4,1,5,4,1,5,3,5,5,4,2,5,1,4,4,5,3,5,4,4
"9fq6x0xf",10289714,"denmark",2,1,1,1,1,1,7,2,6,3,7,4,5,7,1,1,1,1,1,1,4,2,4,4,1,4,3,5,3,4,2,4,1,4,4,4,2,4,4,4
"9kvxsqbl",10581003,"denmark",7,2,4,7,7,7,1,5,2,6,1,6,5,1,7,6,6,5,6,4,4,2,5,4,2,4,3,5,4,4,4,5,4,3,4,5,5,4,4,4
"9mkg6qyf",10301704,"denmark",3,1,1,3,1,1,7,1,7,1,7,1,7,7,1,1,1,1,1,1,1,2,1,3,1,1,1,3,1,5,1,2,1,1,4,3,1,2,2,5
"9smefh6i",10653252,"denmark",6,1,1,3,4,7,6,7,5,6,3,6,7,7,2,4,2,2,4,2,3,1,5,5,3,4,3,5,4,2,4,3,2,4,3,4,2,4,5,2
"am9o7yjc",10634973,"denmark",3,1,2,2,2,4,6,3,5,3,7,2,4,6,1,2,3,1,1,2,4,2,4,5,2,5,2,1,4,4,5,1,5,4,4,5,2,2,5,4
"avyw1u3x",10697471,"denmark",5,1,5,7,4,5,3,4,2,4,2,7,5,5,6,2,2,1,1,2,4,1,4,4,2,4,3,4,4,4,4,4,4,4,5,3,1,4,4,5
"b2pdb80h",10608763,"denmark",2,2,4,5,6,6,1,1,1,5,1,2,3,2,6,1,1,1,1,1,3,2,4,4,1,4,2,4,4,5,1,1,5,5,5,4,1,4,4,5
"be4mw42h",10436128,"denmark",3,1,2,7,3,4,1,2,6,2,2,7,7,3,5,3,3,4,4,3,5,1,5,5,1,5,5,5,4,4,5,2,4,5,5,5,2,4,5,5
"brbia97p",10389676,"denmark",2,1,2,5,2,2,3,3,6,3,5,3,4,4,3,1,2,2,4,2,3,2,4,4,2,4,1,5,4,2,1,1,4,4,2,3,1,4,4,4
"bw3mc2fj",10387104,"denmark",2,1,1,2,2,2,7,5,6,2,4,3,7,7,2,1,2,1,2,1,4,1,5,4,3,4,4,4,4,3,3,2,1,4,3,3,1,3,3,3
"chbcgzcr",10710769,"denmark",5,1,1,6,1,1,7,3,2,1,7,6,7,7,6,1,2,1,1,1,4,2,4,5,1,3,4,5,5,4,4,3,2,5,3,4,2,4,5,3
"chqqm61a",10368418,"denmark",2,1,1,5,5,2,1,5,1,1,1,1,4,7,7,1,1,1,1,1,5,1,5,4,2,4,4,5,5,5,5,5,4,4,4,3,3,5,5,5
"co4fiw6q",10522963,"denmark",2,1,1,1,1,1,2,1,2,1,2,1,4,3,2,2,3,4,7,4,2,5,3,2,1,2,1,4,4,3,1,2,3,4,3,3,1,2,4,4
"cxl243wk",10520254,"denmark",3,1,2,5,1,5,5,2,5,5,7,7,6,1,5,1,1,1,1,1,1,1,5,5,1,4,4,5,5,4,5,2,2,4,4,5,1,4,4,5
"d0kkqzxx",10436316,"denmark",6,2,2,1,4,2,4,1,4,2,2,5,3,7,3,1,1,1,1,1,4,2,4,4,1,4,2,5,5,5,2,5,3,4,5,4,3,5,5,5
"d3yvpr5f",10693537,"denmark",5,3,3,6,5,4,3,5,1,6,1,7,5,2,4,5,3,1,5,3,4,1,4,4,2,4,3,4,4,4,3,2,4,4,4,4,2,4,4,5
"duc9z8os",10368928,"denmark",5,1,5,7,6,4,3,1,2,4,2,5,3,5,6,1,1,1,1,3,4,1,3,4,2,5,1,4,5,2,2,1,4,5,4,4,1,4,4,4
"dzs6il1w",10612935,"denmark",7,7,6,7,7,7,1,7,1,7,1,7,6,1,7,7,6,7,7,4,5,1,5,5,3,5,5,5,5,4,5,5,5,5,5,3,5,5,5,5
"fjsayzqw",10363270,"denmark",4,1,1,5,1,4,7,1,4,4,4,4,4,4,3,1,1,1,1,1,4,1,4,5,1,4,3,4,5,5,5,4,1,4,4,5,3,1,4,4
"fm24ttai",10298410,"denmark",5,2,4,7,6,4,3,5,2,5,2,5,3,4,7,1,3,1,4,3,5,1,5,5,4,4,4,5,4,3,4,4,2,3,4,4,4,4,4,4
"ga116oag",10382210,"denmark",2,1,1,3,1,3,7,2,7,1,5,7,7,7,2,1,1,1,1,1,4,1,5,5,1,4,5,5,5,3,4,5,3,5,5,5,1,5,5,3
"ggdsmg6z",10608551,"denmark",1,2,6,7,2,2,6,5,6,4,7,4,1,7,6,2,1,1,1,2,4,1,4,5,1,4,4,5,5,5,3,5,2,4,4,4,4,5,5,4
"gma50zj1",10457661,"denmark",6,2,5,7,7,7,2,7,1,6,2,7,5,2,5,7,6,4,5,3,4,1,4,5,1,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5
"h09bd6kp",10518835,"denmark",3,1,5,7,7,7,1,5,1,6,1,7,1,3,6,4,4,5,2,3,5,1,5,5,1,5,5,5,4,3,3,5,5,4,5,3,2,5,5,5
"h9qq69vv",10362265,"denmark",5,5,5,7,6,7,2,7,2,7,1,7,6,4,4,1,2,1,1,2,5,1,3,5,2,5,5,5,5,3,5,5,3,5,5,3,2,5,5,5
"hobvnfy0",10608480,"denmark",7,4,3,7,7,7,7,7,1,7,1,7,1,1,7,7,7,7,7,3,4,5,5,4,1,3,4,5,5,5,5,5,5,5,5,3,4,5,5,5
"hz80n8va",10419634,"denmark",2,1,1,3,2,1,7,2,5,2,2,5,7,7,3,2,2,1,3,1,4,2,4,5,1,4,3,4,4,4,3,4,1,5,5,5,4,4,4,4
"i0wjz0ig",10581798,"denmark",5,5,6,7,7,7,1,7,1,7,2,6,5,1,3,2,2,1,1,2,5,1,5,3,2,5,4,5,5,3,4,1,5,5,5,4,2,5,5,5
"i2sxx7b7",10378190,"denmark",2,1,2,4,4,3,6,3,2,3,2,4,3,6,2,4,2,1,4,2,4,1,5,4,1,4,4,5,5,5,4,4,2,5,5,5,4,5,5,4
"igqh0uqr",10694272,"denmark",4,3,5,5,5,4,3,5,2,5,1,7,5,4,6,5,5,2,5,3,4,1,5,5,1,5,4,5,5,4,4,4,4,5,5,5,3,5,5,5
"iy7wjfov",10494598,"denmark",4,1,2,7,6,6,1,2,4,4,2,7,2,1,5,7,3,5,7,3,4,1,4,5,1,5,3,4,4,4,4,2,5,5,5,3,2,4,5,5
"j5srbhnw",10441447,"denmark",3,1,7,7,7,7,1,5,1,7,1,7,5,2,7,4,3,3,4,3,4,1,3,4,4,5,5,5,5,1,5,5,4,4,5,5,1,5,5,5
"j8eht2iu",10520027,"denmark",1,1,1,1,1,1,7,2,7,2,7,5,7,7,1,1,1,3,1,1,4,2,4,4,3,4,2,3,2,1,1,2,1,3,2,4,2,4,4,2
"jia1mktr",10608532,"denmark",5,1,7,7,4,7,5,4,6,6,5,5,6,1,6,1,3,1,1,2,5,5,5,5,1,5,4,5,5,5,5,5,1,5,5,5,1,5,5,5
"jn1iwzwz",10562443,"denmark",5,4,4,5,5,5,1,4,2,5,2,4,2,4,6,4,3,4,4,2,3,2,4,4,2,3,4,4,5,5,4,4,4,4,4,3,4,4,4,4
"juyr2avk",10504964,"denmark",5,2,5,7,7,7,7,7,1,6,1,5,6,6,7,7,5,7,7,3,4,2,5,4,3,5,4,4,5,2,4,3,5,5,3,5,4,4,4,4
"k4v0n0wf",10614890,"denmark",1,1,2,4,5,2,6,1,2,1,1,2,2,7,2,3,4,3,5,2,5,4,5,2,2,4,2,5,3,2,2,2,3,4,4,4,1,3,4,4
"k4v0uvva",10457024,"denmark",2,1,1,7,2,2,7,2,3,5,4,3,5,7,5,1,1,1,1,1,4,4,3,2,4,3,2,4,3,2,1,3,1,4,3,3,1,3,3,4
"k5zwuk9y",10518603,"denmark",1,1,1,5,7,5,1,4,7,5,2,6,2,2,4,4,3,4,2,2,4,1,5,5,2,4,3,4,5,2,2,1,5,4,4,4,1,4,5,5
"k7wgrjeg",10377029,"denmark",5,1,3,5,4,5,7,6,4,6,7,7,3,7,7,1,1,1,1,1,5,1,4,4,1,4,4,5,4,5,3,5,1,4,4,5,4,5,5,4
"kbk39xkv",10287561,"denmark",3,1,2,2,1,5,7,4,6,4,6,4,3,7,3,1,1,1,1,1,4,2,5,4,2,5,4,5,4,4,4,5,2,4,4,4,4,4,4,5
"ko2mar6u",10437502,"denmark",3,2,7,5,5,3,2,2,4,2,1,6,2,6,5,3,3,1,1,3,4,1,5,5,1,5,3,5,5,3,4,5,5,5,5,4,1,4,4,3
"kr0a59mn",10290485,"denmark",2,2,7,6,1,6,6,4,2,6,5,5,5,1,5,1,2,1,1,1,4,1,4,4,1,4,3,5,5,5,3,5,1,5,5,5,2,5,5,5
"l2t1cgro",10693342,"denmark",5,4,6,7,7,7,2,4,2,6,6,2,2,2,4,5,4,5,5,4,5,2,4,5,4,4,3,5,4,3,4,5,4,4,4,3,1,4,4,3
"laqtceow",10542682,"denmark",2,1,3,3,1,4,6,1,1,5,6,5,6,7,7,1,3,1,1,2,5,1,4,4,1,4,3,5,4,4,4,5,2,4,4,4,1,4,4,4
"lq3lemm8",10518772,"denmark",2,2,4,2,6,6,3,5,4,4,1,5,5,6,4,5,4,5,5,2,5,2,4,4,2,4,3,4,3,2,3,3,2,3,2,2,2,3,3,4
"lqpyldyv",10290571,"denmark",4,1,3,5,4,5,7,3,4,6,2,4,7,7,5,1,2,1,2,1,5,3,4,4,2,4,3,5,4,4,3,5,2,4,5,4,2,5,4,5
"lrvtyvqg",10704651,"denmark",4,1,5,7,3,5,7,5,6,3,6,7,2,7,5,1,1,1,1,1,4,1,5,4,3,4,4,4,5,4,3,3,4,5,5,3,2,4,4,5
"mazc46pj",10523219,"denmark",1,1,1,1,2,2,7,2,6,2,5,4,2,7,1,1,1,1,1,1,3,1,3,3,1,4,1,2,4,5,5,2,2,4,5,3,1,2,5,4
"mctgva09",10436052,"denmark",7,2,4,7,7,7,1,7,1,7,1,7,1,7,7,7,5,7,7,7,5,1,5,5,1,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5
"n03wntso",10686897,"denmark",1,1,5,1,2,1,7,3,3,2,3,2,3,2,2,1,1,1,1,2,4,2,4,4,2,4,3,3,4,4,3,4,3,4,3,2,4,3,4,4
"n9rmc9nk",10365100,"denmark",2,1,2,6,5,7,1,2,2,6,2,1,7,6,7,5,1,1,5,3,4,3,4,4,3,4,4,5,4,2,2,3,4,4,5,5,1,4,4,5
"nt8fl9p2",10436308,"denmark",6,4,7,7,7,7,1,5,1,5,1,7,2,4,6,7,6,5,7,6,4,1,5,5,1,4,4,5,5,5,5,5,5,5,4,5,5,5,5,5
"nvfrnxvp",10438250,"denmark",4,1,5,7,6,6,1,3,5,5,1,5,4,3,5,6,4,5,7,3,4,1,4,4,1,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4
"o3skbich",10614893,"denmark",6,5,5,6,5,6,4,7,2,6,1,7,3,7,6,3,2,1,1,1,5,1,5,5,2,4,5,4,4,4,4,4,4,4,4,5,3,4,5,5
"oblic9fw",10437954,"denmark",5,2,3,5,5,7,4,7,3,6,4,7,7,7,5,3,3,1,4,1,4,1,5,5,2,4,3,4,4,4,5,4,1,5,4,5,3,5,5,5
"odrzpohp",10439619,"denmark",1,1,2,2,1,4,3,3,2,3,6,5,7,7,3,2,2,3,3,2,4,2,3,5,3,4,3,4,4,2,2,2,2,4,4,1,1,3,4,2
"orgpeg3n",10609562,"denmark",1,1,1,2,1,2,7,1,4,2,5,1,5,7,1,3,2,4,4,1,4,3,3,4,3,4,1,4,3,2,1,2,1,3,2,1,1,4,4,2
"otmvoloo",10626322,"denmark",6,6,5,6,6,6,2,6,6,6,2,5,2,5,6,3,5,4,3,2,3,2,4,4,2,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4
"ovxe3d15",10343912,"denmark",4,2,2,4,3,3,6,1,5,3,5,7,6,6,5,1,1,1,1,1,3,1,4,5,1,4,3,5,4,5,4,4,1,4,5,5,2,4,5,4
"owpjfn72",10345833,"denmark",2,1,3,1,2,3,7,1,1,1,7,1,1,7,2,1,2,1,1,1,4,1,3,4,1,1,1,5,4,4,3,1,1,5,4,4,2,4,4,5
"p4fepdj0",10689003,"denmark",5,1,2,7,6,5,5,5,3,4,1,5,1,6,4,1,2,1,2,2,4,1,4,4,1,4,4,4,4,5,2,4,4,4,5,5,2,4,4,4
"pjfrae87",10377737,"denmark",3,2,1,1,1,1,7,4,7,5,7,6,7,7,5,2,3,3,3,1,4,1,4,5,1,3,4,5,5,4,2,4,1,4,4,5,2,4,5,4
"pkypstmb",10292493,"denmark",1,1,1,3,3,4,1,3,6,3,7,3,7,7,5,1,1,1,1,1,4,2,4,4,2,4,3,4,4,4,4,4,2,4,4,4,2,5,4,4
"q17cpkp1",10623958,"denmark",7,3,6,6,6,7,1,7,3,6,1,6,3,1,6,7,6,6,7,7,5,1,5,5,1,5,4,5,5,4,4,4,5,5,5,4,4,5,5,4
"q750q9qh",10701268,"denmark",3,3,4,5,4,5,5,6,2,5,5,6,5,7,5,4,4,3,4,2,4,2,4,5,2,4,3,4,4,4,4,5,4,4,3,4,3,3,5,3
"qcbzcdtz",10495515,"denmark",5,4,3,6,5,6,1,6,3,6,4,6,6,1,4,4,3,4,4,3,5,2,5,5,1,5,5,5,5,5,3,5,5,5,5,5,3,5,5,5
"qu52ot0x",10610380,"denmark",2,1,3,2,4,3,2,4,3,3,4,2,5,6,5,1,1,1,1,1,5,4,3,3,3,5,4,4,4,2,2,4,2,4,3,4,2,4,4,5
"r6afv8e6",10391317,"denmark",2,1,2,4,2,5,7,1,3,2,3,2,6,7,3,1,1,1,1,1,2,3,2,2,1,4,1,4,3,4,2,1,1,3,3,3,1,4,3,4
"r6o4dcaq",10446320,"denmark",4,2,1,6,5,6,2,6,5,5,3,6,3,6,7,3,2,1,5,2,4,2,3,4,1,3,4,4,5,4,3,2,4,4,4,5,2,2,4,4
"rd3mxqhj",10693409,"denmark",1,1,1,2,2,1,5,2,1,1,2,6,2,6,2,1,1,1,1,1,3,1,4,4,1,3,2,5,4,4,2,4,1,4,5,3,1,4,4,5
"rjsmlkbp",10627726,"denmark",5,3,6,7,6,6,2,6,2,5,3,7,1,3,7,6,3,3,6,2,5,1,4,5,1,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5
"ru7rgbsy",10415796,"denmark",7,4,6,6,7,7,1,6,2,7,1,7,3,2,4,7,6,6,7,5,5,1,5,4,2,5,4,5,4,4,4,5,5,4,5,4,5,5,5,5
"sm6y0z0h",10345658,"denmark",2,1,7,7,7,6,1,5,1,1,1,5,5,7,7,5,7,2,5,1,5,3,5,3,4,4,4,5,4,2,3,4,2,4,5,3,2,5,4,5
"suxqn0mw",10695583,"denmark",3,1,3,5,5,4,3,2,1,3,2,4,5,6,3,3,3,3,4,2,5,2,4,4,1,4,3,5,4,4,3,5,3,5,4,3,2,5,5,4
