"Participant.Public.ID","Participant.Private.ID","country","rhythm","wSI","groove","pleasure","MT","GMS","MS","EE","MR","SM","SR","BMRQ","gender","age"
"9crmlvyo","10293557","denmark","10",32,78,21,11,34,6,16,15,10,13,60,"1",24
"9crmlvyo","10293557","denmark","4",10,83,17,11,34,6,16,15,10,13,60,"1",24
"9crmlvyo","10293557","denmark","6",18,0,13,11,34,6,16,15,10,13,60,"1",24
"9crmlvyo","10293557","denmark","24",85,18,0,11,34,6,16,15,10,13,60,"1",24
"9crmlvyo","10293557","denmark","14",44,76,100,11,34,6,16,15,10,13,60,"1",24
"9crmlvyo","10293557","denmark","21",74,0,13,11,34,6,16,15,10,13,60,"1",24
"9crmlvyo","10293557","denmark","17",59,74,13,11,34,6,16,15,10,13,60,"1",24
"9crmlvyo","10293557","denmark","7",22,45,13,11,34,6,16,15,10,13,60,"1",24
"9crmlvyo","10293557","denmark","8",24,58,32,11,34,6,16,15,10,13,60,"1",24
"9crmlvyo","10293557","denmark","20",69,33,31,11,34,6,16,15,10,13,60,"1",24
"9crmlvyo","10293557","denmark","2",4,55,54,11,34,6,16,15,10,13,60,"1",24
"9crmlvyo","10293557","denmark","18",62,7,17,11,34,6,16,15,10,13,60,"1",24
"9crmlvyo","10293557","denmark","11",35,70,92,11,34,6,16,15,10,13,60,"1",24
"9crmlvyo","10293557","denmark","23",82,14,18,11,34,6,16,15,10,13,60,"1",24
"9crmlvyo","10293557","denmark","9",27,65,18,11,34,6,16,15,10,13,60,"1",24
"9cu267ky","10579276","denmark","21",74,23,46,7,45,13,17,20,17,15,82,"1",26
"9cu267ky","10579276","denmark","19",65,55,54,7,45,13,17,20,17,15,82,"1",26
"9cu267ky","10579276","denmark","8",24,50,55,7,45,13,17,20,17,15,82,"1",26
"9cu267ky","10579276","denmark","18",62,34,56,7,45,13,17,20,17,15,82,"1",26
"9cu267ky","10579276","denmark","23",82,32,7,7,45,13,17,20,17,15,82,"1",26
"9cu267ky","10579276","denmark","13",42,80,70,7,45,13,17,20,17,15,82,"1",26
"9cu267ky","10579276","denmark","7",22,60,47,7,45,13,17,20,17,15,82,"1",26
"9cu267ky","10579276","denmark","3",8,57,19,7,45,13,17,20,17,15,82,"1",26
"9cu267ky","10579276","denmark","10",32,62,24,7,45,13,17,20,17,15,82,"1",26
"9cu267ky","10579276","denmark","1",0,19,27,7,45,13,17,20,17,15,82,"1",26
"9cu267ky","10579276","denmark","16",54,43,55,7,45,13,17,20,17,15,82,"1",26
"9cu267ky","10579276","denmark","9",27,55,32,7,45,13,17,20,17,15,82,"1",26
"9cu267ky","10579276","denmark","11",35,66,43,7,45,13,17,20,17,15,82,"1",26
"9cu267ky","10579276","denmark","14",44,78,69,7,45,13,17,20,17,15,82,"1",26
"9cu267ky","10579276","denmark","5",13,51,51,7,45,13,17,20,17,15,82,"1",26
"9cu267ky","10579276","denmark","15",50,45,56,7,45,13,17,20,17,15,82,"1",26
"9cu267ky","10579276","denmark","22",76,33,23,7,45,13,17,20,17,15,82,"1",26
"9cu267ky","10579276","denmark","20",69,21,0,7,45,13,17,20,17,15,82,"1",26
"9cu267ky","10579276","denmark","12",40,53,26,7,45,13,17,20,17,15,82,"1",26
"9cu267ky","10579276","denmark","24",85,10,15,7,45,13,17,20,17,15,82,"1",26
"9cu267ky","10579276","denmark","17",59,59,39,7,45,13,17,20,17,15,82,"1",26
"9cu267ky","10579276","denmark","4",10,41,0,7,45,13,17,20,17,15,82,"1",26
"9cu267ky","10579276","denmark","2",4,36,46,7,45,13,17,20,17,15,82,"1",26
"9cu267ky","10579276","denmark","6",18,43,19,7,45,13,17,20,17,15,82,"1",26
"9dz5gu40","10615358","chinese","6",18,67,76,7,46,18,20,14,18,19,89,"1",25
"9dz5gu40","10615358","chinese","11",35,58,59,7,46,18,20,14,18,19,89,"1",25
"9dz5gu40","10615358","chinese","19",65,58,67,7,46,18,20,14,18,19,89,"1",25
"9dz5gu40","10615358","chinese","14",44,69,65,7,46,18,20,14,18,19,89,"1",25
"9dz5gu40","10615358","chinese","17",59,69,68,7,46,18,20,14,18,19,89,"1",25
"9dz5gu40","10615358","chinese","15",50,90,61,7,46,18,20,14,18,19,89,"1",25
"9dz5gu40","10615358","chinese","24",85,55,57,7,46,18,20,14,18,19,89,"1",25
"9dz5gu40","10615358","chinese","5",13,57,89,7,46,18,20,14,18,19,89,"1",25
"9dz5gu40","10615358","chinese","1",0,54,57,7,46,18,20,14,18,19,89,"1",25
"9dz5gu40","10615358","chinese","4",10,67,77,7,46,18,20,14,18,19,89,"1",25
"9dz5gu40","10615358","chinese","16",54,64,55,7,46,18,20,14,18,19,89,"1",25
"9dz5gu40","10615358","chinese","22",76,57,64,7,46,18,20,14,18,19,89,"1",25
"9dz5gu40","10615358","chinese","23",82,65,53,7,46,18,20,14,18,19,89,"1",25
"9dz5gu40","10615358","chinese","9",27,67,65,7,46,18,20,14,18,19,89,"1",25
"9dz5gu40","10615358","chinese","7",22,54,51,7,46,18,20,14,18,19,89,"1",25
"9dz5gu40","10615358","chinese","21",74,62,100,7,46,18,20,14,18,19,89,"1",25
"9dz5gu40","10615358","chinese","2",4,78,63,7,46,18,20,14,18,19,89,"1",25
"9dz5gu40","10615358","chinese","8",24,56,64,7,46,18,20,14,18,19,89,"1",25
"9dz5gu40","10615358","chinese","3",8,72,91,7,46,18,20,14,18,19,89,"1",25
"9dz5gu40","10615358","chinese","12",40,87,72,7,46,18,20,14,18,19,89,"1",25
"9dz5gu40","10615358","chinese","18",62,65,72,7,46,18,20,14,18,19,89,"1",25
"9dz5gu40","10615358","chinese","20",69,68,72,7,46,18,20,14,18,19,89,"1",25
"9dz5gu40","10615358","chinese","10",32,64,81,7,46,18,20,14,18,19,89,"1",25
"9dz5gu40","10615358","chinese","13",42,75,75,7,46,18,20,14,18,19,89,"1",25
"9fq6x0xf","10289714","denmark","17",59,60,37,7,28,11,15,17,17,13,73,"2",24
"9fq6x0xf","10289714","denmark","8",24,73,62,7,28,11,15,17,17,13,73,"2",24
"9fq6x0xf","10289714","denmark","15",50,54,65,7,28,11,15,17,17,13,73,"2",24
"9fq6x0xf","10289714","denmark","12",40,41,40,7,28,11,15,17,17,13,73,"2",24
"9fq6x0xf","10289714","denmark","24",85,23,19,7,28,11,15,17,17,13,73,"2",24
"9fq6x0xf","10289714","denmark","11",35,37,42,7,28,11,15,17,17,13,73,"2",24
"9fq6x0xf","10289714","denmark","6",18,36,37,7,28,11,15,17,17,13,73,"2",24
"9fq6x0xf","10289714","denmark","2",4,56,37,7,28,11,15,17,17,13,73,"2",24
"9fq6x0xf","10289714","denmark","21",74,62,37,7,28,11,15,17,17,13,73,"2",24
"9fq6x0xf","10289714","denmark","16",54,61,37,7,28,11,15,17,17,13,73,"2",24
"9fq6x0xf","10289714","denmark","3",8,72,63,7,28,11,15,17,17,13,73,"2",24
"9fq6x0xf","10289714","denmark","20",69,61,63,7,28,11,15,17,17,13,73,"2",24
"9fq6x0xf","10289714","denmark","4",10,72,58,7,28,11,15,17,17,13,73,"2",24
"9fq6x0xf","10289714","denmark","23",82,73,40,7,28,11,15,17,17,13,73,"2",24
"9fq6x0xf","10289714","denmark","9",27,66,60,7,28,11,15,17,17,13,73,"2",24
"9fq6x0xf","10289714","denmark","1",0,37,11,7,28,11,15,17,17,13,73,"2",24
"9fq6x0xf","10289714","denmark","19",65,61,40,7,28,11,15,17,17,13,73,"2",24
"9fq6x0xf","10289714","denmark","22",76,38,60,7,28,11,15,17,17,13,73,"2",24
"9fq6x0xf","10289714","denmark","13",42,66,63,7,28,11,15,17,17,13,73,"2",24
"9fq6x0xf","10289714","denmark","5",13,38,59,7,28,11,15,17,17,13,73,"2",24
"9fq6x0xf","10289714","denmark","14",44,71,38,7,28,11,15,17,17,13,73,"2",24
"9fq6x0xf","10289714","denmark","10",32,59,37,7,28,11,15,17,17,13,73,"2",24
"9fq6x0xf","10289714","denmark","7",22,60,35,7,28,11,15,17,17,13,73,"2",24
"9fq6x0xf","10289714","denmark","18",62,73,67,7,28,11,15,17,17,13,73,"2",24
"9gm2ndnm","10738951","chinese","6",18,79,63,11,67,17,19,19,19,17,91,"1",20
"9gm2ndnm","10738951","chinese","17",59,60,30,11,67,17,19,19,19,17,91,"1",20
"9gm2ndnm","10738951","chinese","10",32,74,32,11,67,17,19,19,19,17,91,"1",20
"9gm2ndnm","10738951","chinese","16",54,59,63,11,67,17,19,19,19,17,91,"1",20
"9gm2ndnm","10738951","chinese","15",50,71,69,11,67,17,19,19,19,17,91,"1",20
"9gm2ndnm","10738951","chinese","1",0,72,76,11,67,17,19,19,19,17,91,"1",20
"9gm2ndnm","10738951","chinese","14",44,76,62,11,67,17,19,19,19,17,91,"1",20
"9gm2ndnm","10738951","chinese","22",76,69,33,11,67,17,19,19,19,17,91,"1",20
"9gm2ndnm","10738951","chinese","11",35,65,72,11,67,17,19,19,19,17,91,"1",20
"9gm2ndnm","10738951","chinese","23",82,62,18,11,67,17,19,19,19,17,91,"1",20
"9gm2ndnm","10738951","chinese","24",85,67,20,11,67,17,19,19,19,17,91,"1",20
"9gm2ndnm","10738951","chinese","9",27,37,74,11,67,17,19,19,19,17,91,"1",20
"9gm2ndnm","10738951","chinese","20",69,68,80,11,67,17,19,19,19,17,91,"1",20
"9gm2ndnm","10738951","chinese","7",22,76,60,11,67,17,19,19,19,17,91,"1",20
"9gm2ndnm","10738951","chinese","8",24,76,74,11,67,17,19,19,19,17,91,"1",20
"9gm2ndnm","10738951","chinese","13",42,62,63,11,67,17,19,19,19,17,91,"1",20
"9gm2ndnm","10738951","chinese","4",10,32,25,11,67,17,19,19,19,17,91,"1",20
"9gm2ndnm","10738951","chinese","5",13,73,75,11,67,17,19,19,19,17,91,"1",20
"9gm2ndnm","10738951","chinese","19",65,81,18,11,67,17,19,19,19,17,91,"1",20
"9gm2ndnm","10738951","chinese","18",62,81,27,11,67,17,19,19,19,17,91,"1",20
"9gm2ndnm","10738951","chinese","12",40,60,68,11,67,17,19,19,19,17,91,"1",20
"9gm2ndnm","10738951","chinese","2",4,63,73,11,67,17,19,19,19,17,91,"1",20
"9gm2ndnm","10738951","chinese","3",8,27,33,11,67,17,19,19,19,17,91,"1",20
"9gm2ndnm","10738951","chinese","21",74,70,72,11,67,17,19,19,19,17,91,"1",20
"9kvxsqbl","10581003","denmark","14",44,87,80,41,106,16,15,19,16,17,83,"1",29
"9kvxsqbl","10581003","denmark","2",4,59,73,41,106,16,15,19,16,17,83,"1",29
"9kvxsqbl","10581003","denmark","16",54,40,34,41,106,16,15,19,16,17,83,"1",29
"9kvxsqbl","10581003","denmark","5",13,6,38,41,106,16,15,19,16,17,83,"1",29
"9kvxsqbl","10581003","denmark","11",35,84,66,41,106,16,15,19,16,17,83,"1",29
"9kvxsqbl","10581003","denmark","10",32,86,78,41,106,16,15,19,16,17,83,"1",29
"9kvxsqbl","10581003","denmark","18",62,64,36,41,106,16,15,19,16,17,83,"1",29
"9kvxsqbl","10581003","denmark","6",18,57,30,41,106,16,15,19,16,17,83,"1",29
"9kvxsqbl","10581003","denmark","9",27,73,86,41,106,16,15,19,16,17,83,"1",29
"9kvxsqbl","10581003","denmark","1",0,65,35,41,106,16,15,19,16,17,83,"1",29
"9kvxsqbl","10581003","denmark","19",65,32,41,41,106,16,15,19,16,17,83,"1",29
"9kvxsqbl","10581003","denmark","12",40,71,62,41,106,16,15,19,16,17,83,"1",29
"9kvxsqbl","10581003","denmark","20",69,59,72,41,106,16,15,19,16,17,83,"1",29
"9kvxsqbl","10581003","denmark","17",59,42,36,41,106,16,15,19,16,17,83,"1",29
"9kvxsqbl","10581003","denmark","21",74,68,54,41,106,16,15,19,16,17,83,"1",29
"9kvxsqbl","10581003","denmark","8",24,42,89,41,106,16,15,19,16,17,83,"1",29
"9kvxsqbl","10581003","denmark","24",85,0,0,41,106,16,15,19,16,17,83,"1",29
"9kvxsqbl","10581003","denmark","4",10,32,62,41,106,16,15,19,16,17,83,"1",29
"9kvxsqbl","10581003","denmark","23",82,66,56,41,106,16,15,19,16,17,83,"1",29
"9kvxsqbl","10581003","denmark","13",42,38,67,41,106,16,15,19,16,17,83,"1",29
"9kvxsqbl","10581003","denmark","22",76,62,70,41,106,16,15,19,16,17,83,"1",29
"9kvxsqbl","10581003","denmark","3",8,55,63,41,106,16,15,19,16,17,83,"1",29
"9kvxsqbl","10581003","denmark","7",22,61,81,41,106,16,15,19,16,17,83,"1",29
"9kvxsqbl","10581003","denmark","15",50,34,63,41,106,16,15,19,16,17,83,"1",29
"9mkg6qyf","10301704","denmark","14",44,100,95,7,22,7,7,8,19,6,47,"2",25
"9mkg6qyf","10301704","denmark","8",24,94,93,7,22,7,7,8,19,6,47,"2",25
"9mkg6qyf","10301704","denmark","9",27,59,76,7,22,7,7,8,19,6,47,"2",25
"9mkg6qyf","10301704","denmark","16",54,61,54,7,22,7,7,8,19,6,47,"2",25
"9mkg6qyf","10301704","denmark","17",59,70,52,7,22,7,7,8,19,6,47,"2",25
"9mkg6qyf","10301704","denmark","1",0,27,16,7,22,7,7,8,19,6,47,"2",25
"9mkg6qyf","10301704","denmark","20",69,30,38,7,22,7,7,8,19,6,47,"2",25
"9mkg6qyf","10301704","denmark","23",82,69,54,7,22,7,7,8,19,6,47,"2",25
"9mkg6qyf","10301704","denmark","2",4,57,51,7,22,7,7,8,19,6,47,"2",25
"9mkg6qyf","10301704","denmark","4",10,52,64,7,22,7,7,8,19,6,47,"2",25
"9mkg6qyf","10301704","denmark","11",35,81,83,7,22,7,7,8,19,6,47,"2",25
"9mkg6qyf","10301704","denmark","15",50,69,43,7,22,7,7,8,19,6,47,"2",25
"9mkg6qyf","10301704","denmark","10",32,55,28,7,22,7,7,8,19,6,47,"2",25
"9mkg6qyf","10301704","denmark","24",85,86,8,7,22,7,7,8,19,6,47,"2",25
"9mkg6qyf","10301704","denmark","21",74,24,46,7,22,7,7,8,19,6,47,"2",25
"9mkg6qyf","10301704","denmark","12",40,76,58,7,22,7,7,8,19,6,47,"2",25
"9mkg6qyf","10301704","denmark","3",8,96,82,7,22,7,7,8,19,6,47,"2",25
"9mkg6qyf","10301704","denmark","5",13,87,83,7,22,7,7,8,19,6,47,"2",25
"9mkg6qyf","10301704","denmark","13",42,98,98,7,22,7,7,8,19,6,47,"2",25
"9mkg6qyf","10301704","denmark","22",76,54,50,7,22,7,7,8,19,6,47,"2",25
"9mkg6qyf","10301704","denmark","19",65,14,52,7,22,7,7,8,19,6,47,"2",25
"9mkg6qyf","10301704","denmark","6",18,66,48,7,22,7,7,8,19,6,47,"2",25
"9mkg6qyf","10301704","denmark","7",22,98,85,7,22,7,7,8,19,6,47,"2",25
"9mkg6qyf","10301704","denmark","18",62,48,57,7,22,7,7,8,19,6,47,"2",25
"9mzc19ng","10745134","chinese","7",22,67,63,33,93,18,19,18,15,16,86,"2",23
"9mzc19ng","10745134","chinese","22",76,84,36,33,93,18,19,18,15,16,86,"2",23
"9mzc19ng","10745134","chinese","14",44,68,88,33,93,18,19,18,15,16,86,"2",23
"9mzc19ng","10745134","chinese","8",24,78,64,33,93,18,19,18,15,16,86,"2",23
"9mzc19ng","10745134","chinese","13",42,79,82,33,93,18,19,18,15,16,86,"2",23
"9mzc19ng","10745134","chinese","24",85,16,24,33,93,18,19,18,15,16,86,"2",23
"9mzc19ng","10745134","chinese","23",82,85,37,33,93,18,19,18,15,16,86,"2",23
"9mzc19ng","10745134","chinese","11",35,82,85,33,93,18,19,18,15,16,86,"2",23
"9mzc19ng","10745134","chinese","15",50,67,30,33,93,18,19,18,15,16,86,"2",23
"9mzc19ng","10745134","chinese","17",59,57,68,33,93,18,19,18,15,16,86,"2",23
"9mzc19ng","10745134","chinese","2",4,66,65,33,93,18,19,18,15,16,86,"2",23
"9mzc19ng","10745134","chinese","18",62,88,34,33,93,18,19,18,15,16,86,"2",23
"9mzc19ng","10745134","chinese","6",18,41,63,33,93,18,19,18,15,16,86,"2",23
"9mzc19ng","10745134","chinese","21",74,65,36,33,93,18,19,18,15,16,86,"2",23
"9mzc19ng","10745134","chinese","12",40,60,74,33,93,18,19,18,15,16,86,"2",23
"9mzc19ng","10745134","chinese","19",65,82,52,33,93,18,19,18,15,16,86,"2",23
"9mzc19ng","10745134","chinese","5",13,75,74,33,93,18,19,18,15,16,86,"2",23
"9mzc19ng","10745134","chinese","4",10,78,64,33,93,18,19,18,15,16,86,"2",23
"9mzc19ng","10745134","chinese","1",0,28,61,33,93,18,19,18,15,16,86,"2",23
"9mzc19ng","10745134","chinese","9",27,59,56,33,93,18,19,18,15,16,86,"2",23
"9mzc19ng","10745134","chinese","10",32,64,59,33,93,18,19,18,15,16,86,"2",23
"9mzc19ng","10745134","chinese","3",8,75,96,33,93,18,19,18,15,16,86,"2",23
"9mzc19ng","10745134","chinese","20",69,66,62,33,93,18,19,18,15,16,86,"2",23
"9mzc19ng","10745134","chinese","16",54,93,72,33,93,18,19,18,15,16,86,"2",23
"am9o7yjc","10634973","denmark","7",22,84,34,13,41,13,18,8,16,19,74,"1",23
"am9o7yjc","10634973","denmark","22",76,43,31,13,41,13,18,8,16,19,74,"1",23
"am9o7yjc","10634973","denmark","11",35,92,85,13,41,13,18,8,16,19,74,"1",23
"am9o7yjc","10634973","denmark","16",54,39,64,13,41,13,18,8,16,19,74,"1",23
"am9o7yjc","10634973","denmark","1",0,28,24,13,41,13,18,8,16,19,74,"1",23
"am9o7yjc","10634973","denmark","24",85,63,29,13,41,13,18,8,16,19,74,"1",23
"am9o7yjc","10634973","denmark","12",40,41,66,13,41,13,18,8,16,19,74,"1",23
"am9o7yjc","10634973","denmark","18",62,39,59,13,41,13,18,8,16,19,74,"1",23
"am9o7yjc","10634973","denmark","3",8,100,94,13,41,13,18,8,16,19,74,"1",23
"am9o7yjc","10634973","denmark","9",27,71,60,13,41,13,18,8,16,19,74,"1",23
"am9o7yjc","10634973","denmark","15",50,13,74,13,41,13,18,8,16,19,74,"1",23
"am9o7yjc","10634973","denmark","5",13,100,95,13,41,13,18,8,16,19,74,"1",23
"am9o7yjc","10634973","denmark","14",44,85,74,13,41,13,18,8,16,19,74,"1",23
"am9o7yjc","10634973","denmark","17",59,55,44,13,41,13,18,8,16,19,74,"1",23
"am9o7yjc","10634973","denmark","20",69,84,78,13,41,13,18,8,16,19,74,"1",23
"am9o7yjc","10634973","denmark","19",65,60,58,13,41,13,18,8,16,19,74,"1",23
"am9o7yjc","10634973","denmark","23",82,71,74,13,41,13,18,8,16,19,74,"1",23
"am9o7yjc","10634973","denmark","21",74,35,53,13,41,13,18,8,16,19,74,"1",23
"am9o7yjc","10634973","denmark","13",42,82,67,13,41,13,18,8,16,19,74,"1",23
"am9o7yjc","10634973","denmark","10",32,100,90,13,41,13,18,8,16,19,74,"1",23
"am9o7yjc","10634973","denmark","2",4,77,87,13,41,13,18,8,16,19,74,"1",23
"am9o7yjc","10634973","denmark","8",24,58,82,13,41,13,18,8,16,19,74,"1",23
"am9o7yjc","10634973","denmark","4",10,92,85,13,41,13,18,8,16,19,74,"1",23
"am9o7yjc","10634973","denmark","6",18,79,83,13,41,13,18,8,16,19,74,"1",23
"avyw1u3x","10697471","denmark","21",74,66,61,16,76,13,16,16,18,15,78,"1",23
"avyw1u3x","10697471","denmark","16",54,65,56,16,76,13,16,16,18,15,78,"1",23
"avyw1u3x","10697471","denmark","22",76,39,57,16,76,13,16,16,18,15,78,"1",23
"avyw1u3x","10697471","denmark","4",10,54,35,16,76,13,16,16,18,15,78,"1",23
"avyw1u3x","10697471","denmark","19",65,29,83,16,76,13,16,16,18,15,78,"1",23
"avyw1u3x","10697471","denmark","10",32,62,54,16,76,13,16,16,18,15,78,"1",23
"avyw1u3x","10697471","denmark","23",82,40,43,16,76,13,16,16,18,15,78,"1",23
"avyw1u3x","10697471","denmark","24",85,5,8,16,76,13,16,16,18,15,78,"1",23
"avyw1u3x","10697471","denmark","17",59,43,66,16,76,13,16,16,18,15,78,"1",23
"avyw1u3x","10697471","denmark","12",40,61,65,16,76,13,16,16,18,15,78,"1",23
"avyw1u3x","10697471","denmark","5",13,88,74,16,76,13,16,16,18,15,78,"1",23
"avyw1u3x","10697471","denmark","7",22,80,61,16,76,13,16,16,18,15,78,"1",23
"avyw1u3x","10697471","denmark","9",27,60,80,16,76,13,16,16,18,15,78,"1",23
"avyw1u3x","10697471","denmark","14",44,81,79,16,76,13,16,16,18,15,78,"1",23
"avyw1u3x","10697471","denmark","18",62,21,59,16,76,13,16,16,18,15,78,"1",23
"avyw1u3x","10697471","denmark","13",42,81,95,16,76,13,16,16,18,15,78,"1",23
"avyw1u3x","10697471","denmark","20",69,36,38,16,76,13,16,16,18,15,78,"1",23
"avyw1u3x","10697471","denmark","3",8,62,59,16,76,13,16,16,18,15,78,"1",23
"avyw1u3x","10697471","denmark","1",0,36,15,16,76,13,16,16,18,15,78,"1",23
"avyw1u3x","10697471","denmark","2",4,39,57,16,76,13,16,16,18,15,78,"1",23
"avyw1u3x","10697471","denmark","15",50,57,69,16,76,13,16,16,18,15,78,"1",23
"avyw1u3x","10697471","denmark","11",35,75,73,16,76,13,16,16,18,15,78,"1",23
"avyw1u3x","10697471","denmark","8",24,57,64,16,76,13,16,16,18,15,78,"1",23
"avyw1u3x","10697471","denmark","6",18,60,74,16,76,13,16,16,18,15,78,"1",23
"ayzcye5a","10615381","chinese","17",59,86,53,13,70,15,16,16,17,16,80,"2",19
"ayzcye5a","10615381","chinese","20",69,50,50,13,70,15,16,16,17,16,80,"2",19
"ayzcye5a","10615381","chinese","13",42,82,81,13,70,15,16,16,17,16,80,"2",19
"ayzcye5a","10615381","chinese","5",13,90,61,13,70,15,16,16,17,16,80,"2",19
"ayzcye5a","10615381","chinese","12",40,81,83,13,70,15,16,16,17,16,80,"2",19
"ayzcye5a","10615381","chinese","6",18,94,72,13,70,15,16,16,17,16,80,"2",19
"ayzcye5a","10615381","chinese","1",0,83,64,13,70,15,16,16,17,16,80,"2",19
"ayzcye5a","10615381","chinese","23",82,72,56,13,70,15,16,16,17,16,80,"2",19
"ayzcye5a","10615381","chinese","9",27,75,55,13,70,15,16,16,17,16,80,"2",19
"ayzcye5a","10615381","chinese","10",32,62,46,13,70,15,16,16,17,16,80,"2",19
"ayzcye5a","10615381","chinese","24",85,58,45,13,70,15,16,16,17,16,80,"2",19
"ayzcye5a","10615381","chinese","8",24,80,60,13,70,15,16,16,17,16,80,"2",19
"ayzcye5a","10615381","chinese","14",44,83,70,13,70,15,16,16,17,16,80,"2",19
"ayzcye5a","10615381","chinese","16",54,89,75,13,70,15,16,16,17,16,80,"2",19
"ayzcye5a","10615381","chinese","2",4,67,54,13,70,15,16,16,17,16,80,"2",19
"ayzcye5a","10615381","chinese","3",8,69,67,13,70,15,16,16,17,16,80,"2",19
"ayzcye5a","10615381","chinese","19",65,58,58,13,70,15,16,16,17,16,80,"2",19
"ayzcye5a","10615381","chinese","21",74,63,54,13,70,15,16,16,17,16,80,"2",19
"ayzcye5a","10615381","chinese","15",50,71,56,13,70,15,16,16,17,16,80,"2",19
"ayzcye5a","10615381","chinese","18",62,86,47,13,70,15,16,16,17,16,80,"2",19
"ayzcye5a","10615381","chinese","22",76,52,43,13,70,15,16,16,17,16,80,"2",19
"ayzcye5a","10615381","chinese","4",10,75,64,13,70,15,16,16,17,16,80,"2",19
"ayzcye5a","10615381","chinese","7",22,80,80,13,70,15,16,16,17,16,80,"2",19
"ayzcye5a","10615381","chinese","11",35,89,77,13,70,15,16,16,17,16,80,"2",19
"ayzltz4j","10748544","chinese","11",35,85,79,27,87,18,19,17,17,18,89,"1",21
"ayzltz4j","10748544","chinese","5",13,73,72,27,87,18,19,17,17,18,89,"1",21
"ayzltz4j","10748544","chinese","1",0,31,39,27,87,18,19,17,17,18,89,"1",21
"ayzltz4j","10748544","chinese","17",59,67,31,27,87,18,19,17,17,18,89,"1",21
"ayzltz4j","10748544","chinese","18",62,36,17,27,87,18,19,17,17,18,89,"1",21
"ayzltz4j","10748544","chinese","24",85,73,36,27,87,18,19,17,17,18,89,"1",21
"ayzltz4j","10748544","chinese","16",54,68,24,27,87,18,19,17,17,18,89,"1",21
"ayzltz4j","10748544","chinese","14",44,30,36,27,87,18,19,17,17,18,89,"1",21
"ayzltz4j","10748544","chinese","15",50,66,38,27,87,18,19,17,17,18,89,"1",21
"ayzltz4j","10748544","chinese","2",4,34,75,27,87,18,19,17,17,18,89,"1",21
"ayzltz4j","10748544","chinese","20",69,92,80,27,87,18,19,17,17,18,89,"1",21
"ayzltz4j","10748544","chinese","19",65,71,14,27,87,18,19,17,17,18,89,"1",21
"ayzltz4j","10748544","chinese","6",18,82,35,27,87,18,19,17,17,18,89,"1",21
"ayzltz4j","10748544","chinese","3",8,63,69,27,87,18,19,17,17,18,89,"1",21
"ayzltz4j","10748544","chinese","8",24,37,67,27,87,18,19,17,17,18,89,"1",21
"ayzltz4j","10748544","chinese","10",32,76,37,27,87,18,19,17,17,18,89,"1",21
"ayzltz4j","10748544","chinese","23",82,71,71,27,87,18,19,17,17,18,89,"1",21
"ayzltz4j","10748544","chinese","7",22,74,75,27,87,18,19,17,17,18,89,"1",21
"ayzltz4j","10748544","chinese","4",10,43,37,27,87,18,19,17,17,18,89,"1",21
"ayzltz4j","10748544","chinese","22",76,67,73,27,87,18,19,17,17,18,89,"1",21
"ayzltz4j","10748544","chinese","12",40,82,40,27,87,18,19,17,17,18,89,"1",21
"ayzltz4j","10748544","chinese","13",42,34,73,27,87,18,19,17,17,18,89,"1",21
"ayzltz4j","10748544","chinese","21",74,66,77,27,87,18,19,17,17,18,89,"1",21
"ayzltz4j","10748544","chinese","9",27,30,65,27,87,18,19,17,17,18,89,"1",21
"b2pdb80h","10608763","denmark","3",8,73,79,18,74,8,17,13,20,16,74,"2",23
"b2pdb80h","10608763","denmark","19",65,71,81,18,74,8,17,13,20,16,74,"2",23
"b2pdb80h","10608763","denmark","10",32,86,92,18,74,8,17,13,20,16,74,"2",23
"b2pdb80h","10608763","denmark","18",62,53,75,18,74,8,17,13,20,16,74,"2",23
"b2pdb80h","10608763","denmark","22",76,74,83,18,74,8,17,13,20,16,74,"2",23
"b2pdb80h","10608763","denmark","13",42,100,98,18,74,8,17,13,20,16,74,"2",23
"b2pdb80h","10608763","denmark","16",54,68,98,18,74,8,17,13,20,16,74,"2",23
"b2pdb80h","10608763","denmark","2",4,85,82,18,74,8,17,13,20,16,74,"2",23
"b2pdb80h","10608763","denmark","8",24,79,84,18,74,8,17,13,20,16,74,"2",23
"b2pdb80h","10608763","denmark","14",44,81,97,18,74,8,17,13,20,16,74,"2",23
"b2pdb80h","10608763","denmark","7",22,71,75,18,74,8,17,13,20,16,74,"2",23
"b2pdb80h","10608763","denmark","9",27,68,82,18,74,8,17,13,20,16,74,"2",23
"b2pdb80h","10608763","denmark","5",13,68,78,18,74,8,17,13,20,16,74,"2",23
"b2pdb80h","10608763","denmark","24",85,59,62,18,74,8,17,13,20,16,74,"2",23
"b2pdb80h","10608763","denmark","4",10,70,70,18,74,8,17,13,20,16,74,"2",23
"b2pdb80h","10608763","denmark","6",18,68,67,18,74,8,17,13,20,16,74,"2",23
"b2pdb80h","10608763","denmark","21",74,84,90,18,74,8,17,13,20,16,74,"2",23
"b2pdb80h","10608763","denmark","11",35,91,100,18,74,8,17,13,20,16,74,"2",23
"b2pdb80h","10608763","denmark","12",40,80,78,18,74,8,17,13,20,16,74,"2",23
"b2pdb80h","10608763","denmark","23",82,74,67,18,74,8,17,13,20,16,74,"2",23
"b2pdb80h","10608763","denmark","1",0,81,69,18,74,8,17,13,20,16,74,"2",23
"b2pdb80h","10608763","denmark","17",59,53,79,18,74,8,17,13,20,16,74,"2",23
