"Participant.Public.ID","Participant.Private.ID","country","rhythm","wSI","groove","pleasure","MT","GMS","MS","EE","MR","SM","SR","BMRQ","gender","age"
"00ozrxkb","10615428","chinese","17",59,40,88,18,68,14,16,13,16,13,72,"1",21
"00ozrxkb","10615428","chinese","21",74,74,66,18,68,14,16,13,16,13,72,"1",21
"00ozrxkb","10615428","chinese","24",85,75,60,18,68,14,16,13,16,13,72,"1",21
"00ozrxkb","10615428","chinese","22",76,73,60,18,68,14,16,13,16,13,72,"1",21
"00ozrxkb","10615428","chinese","23",82,58,76,18,68,14,16,13,16,13,72,"1",21
"00ozrxkb","10615428","chinese","7",22,74,77,18,68,14,16,13,16,13,72,"1",21
"00ozrxkb","10615428","chinese","5",13,72,78,18,68,14,16,13,16,13,72,"1",21
"00ozrxkb","10615428","chinese","6",18,64,80,18,68,14,16,13,16,13,72,"1",21
"00ozrxkb","10615428","chinese","14",44,71,87,18,68,14,16,13,16,13,72,"1",21
"00ozrxkb","10615428","chinese","9",27,62,66,18,68,14,16,13,16,13,72,"1",21
"00ozrxkb","10615428","chinese","10",32,64,76,18,68,14,16,13,16,13,72,"1",21
"00ozrxkb","10615428","chinese","8",24,69,80,18,68,14,16,13,16,13,72,"1",21
"00ozrxkb","10615428","chinese","12",40,74,85,18,68,14,16,13,16,13,72,"1",21
"00ozrxkb","10615428","chinese","19",65,70,72,18,68,14,16,13,16,13,72,"1",21
"00ozrxkb","10615428","chinese","18",62,65,86,18,68,14,16,13,16,13,72,"1",21
"00ozrxkb","10615428","chinese","13",42,66,76,18,68,14,16,13,16,13,72,"1",21
"00ozrxkb","10615428","chinese","2",4,59,76,18,68,14,16,13,16,13,72,"1",21
"00ozrxkb","10615428","chinese","4",10,81,80,18,68,14,16,13,16,13,72,"1",21
"00ozrxkb","10615428","chinese","3",8,41,64,18,68,14,16,13,16,13,72,"1",21
"00ozrxkb","10615428","chinese","16",54,96,91,18,68,14,16,13,16,13,72,"1",21
"00ozrxkb","10615428","chinese","20",69,73,43,18,68,14,16,13,16,13,72,"1",21
"00ozrxkb","10615428","chinese","15",50,60,70,18,68,14,16,13,16,13,72,"1",21
"00ozrxkb","10615428","chinese","1",0,62,91,18,68,14,16,13,16,13,72,"1",21
"00ozrxkb","10615428","chinese","11",35,60,80,18,68,14,16,13,16,13,72,"1",21
"01ngy9k2","10782624","chinese","9",27,82,64,11,61,16,16,14,17,16,79,"2",23
"01ngy9k2","10782624","chinese","13",42,74,58,11,61,16,16,14,17,16,79,"2",23
"01ngy9k2","10782624","chinese","17",59,79,31,11,61,16,16,14,17,16,79,"2",23
"01ngy9k2","10782624","chinese","20",69,68,63,11,61,16,16,14,17,16,79,"2",23
"01ngy9k2","10782624","chinese","16",54,89,70,11,61,16,16,14,17,16,79,"2",23
"01ngy9k2","10782624","chinese","15",50,63,31,11,61,16,16,14,17,16,79,"2",23
"01ngy9k2","10782624","chinese","22",76,13,31,11,61,16,16,14,17,16,79,"2",23
"01ngy9k2","10782624","chinese","4",10,83,14,11,61,16,16,14,17,16,79,"2",23
"01ngy9k2","10782624","chinese","7",22,94,64,11,61,16,16,14,17,16,79,"2",23
"01ngy9k2","10782624","chinese","2",4,39,66,11,61,16,16,14,17,16,79,"2",23
"01ngy9k2","10782624","chinese","6",18,89,58,11,61,16,16,14,17,16,79,"2",23
"01ngy9k2","10782624","chinese","23",82,86,29,11,61,16,16,14,17,16,79,"2",23
"01ngy9k2","10782624","chinese","10",32,46,79,11,61,16,16,14,17,16,79,"2",23
"01ngy9k2","10782624","chinese","24",85,39,1,11,61,16,16,14,17,16,79,"2",23
"01ngy9k2","10782624","chinese","1",0,62,3,11,61,16,16,14,17,16,79,"2",23
"01ngy9k2","10782624","chinese","14",44,88,70,11,61,16,16,14,17,16,79,"2",23
"01ngy9k2","10782624","chinese","11",35,74,35,11,61,16,16,14,17,16,79,"2",23
"01ngy9k2","10782624","chinese","12",40,92,41,11,61,16,16,14,17,16,79,"2",23
"01ngy9k2","10782624","chinese","8",24,58,44,11,61,16,16,14,17,16,79,"2",23
"01ngy9k2","10782624","chinese","21",74,81,58,11,61,16,16,14,17,16,79,"2",23
"01ngy9k2","10782624","chinese","3",8,74,58,11,61,16,16,14,17,16,79,"2",23
"01ngy9k2","10782624","chinese","19",65,27,11,11,61,16,16,14,17,16,79,"2",23
"01ngy9k2","10782624","chinese","18",62,91,26,11,61,16,16,14,17,16,79,"2",23
"01ngy9k2","10782624","chinese","5",13,62,66,11,61,16,16,14,17,16,79,"2",23
"01sybimu","10523371","denmark","11",35,94,81,37,90,12,15,18,17,18,80,"2",24
"01sybimu","10523371","denmark","17",59,23,16,37,90,12,15,18,17,18,80,"2",24
"01sybimu","10523371","denmark","8",24,83,68,37,90,12,15,18,17,18,80,"2",24
"01sybimu","10523371","denmark","18",62,34,34,37,90,12,15,18,17,18,80,"2",24
"01sybimu","10523371","denmark","20",69,0,41,37,90,12,15,18,17,18,80,"2",24
"01sybimu","10523371","denmark","6",18,2,20,37,90,12,15,18,17,18,80,"2",24
"01sybimu","10523371","denmark","19",65,38,25,37,90,12,15,18,17,18,80,"2",24
"01sybimu","10523371","denmark","12",40,65,34,37,90,12,15,18,17,18,80,"2",24
"01sybimu","10523371","denmark","15",50,33,32,37,90,12,15,18,17,18,80,"2",24
"01sybimu","10523371","denmark","4",10,99,74,37,90,12,15,18,17,18,80,"2",24
"01sybimu","10523371","denmark","3",8,83,87,37,90,12,15,18,17,18,80,"2",24
"01sybimu","10523371","denmark","1",0,62,39,37,90,12,15,18,17,18,80,"2",24
"01sybimu","10523371","denmark","9",27,40,34,37,90,12,15,18,17,18,80,"2",24
"01sybimu","10523371","denmark","14",44,99,66,37,90,12,15,18,17,18,80,"2",24
"01sybimu","10523371","denmark","22",76,27,38,37,90,12,15,18,17,18,80,"2",24
"01sybimu","10523371","denmark","10",32,56,81,37,90,12,15,18,17,18,80,"2",24
"01sybimu","10523371","denmark","13",42,99,38,37,90,12,15,18,17,18,80,"2",24
"01sybimu","10523371","denmark","24",85,12,0,37,90,12,15,18,17,18,80,"2",24
"01sybimu","10523371","denmark","5",13,76,60,37,90,12,15,18,17,18,80,"2",24
"01sybimu","10523371","denmark","21",74,28,19,37,90,12,15,18,17,18,80,"2",24
"01sybimu","10523371","denmark","7",22,57,57,37,90,12,15,18,17,18,80,"2",24
"01sybimu","10523371","denmark","2",4,56,71,37,90,12,15,18,17,18,80,"2",24
"01sybimu","10523371","denmark","16",54,86,66,37,90,12,15,18,17,18,80,"2",24
"01sybimu","10523371","denmark","23",82,2,35,37,90,12,15,18,17,18,80,"2",24
"05xrj0yw","10484018","denmark","7",22,68,50,8,48,13,20,13,12,12,70,"2",24
"05xrj0yw","10484018","denmark","6",18,76,26,8,48,13,20,13,12,12,70,"2",24
"05xrj0yw","10484018","denmark","24",85,57,0,8,48,13,20,13,12,12,70,"2",24
"05xrj0yw","10484018","denmark","1",0,43,0,8,48,13,20,13,12,12,70,"2",24
"05xrj0yw","10484018","denmark","22",76,73,63,8,48,13,20,13,12,12,70,"2",24
"05xrj0yw","10484018","denmark","11",35,81,45,8,48,13,20,13,12,12,70,"2",24
"05xrj0yw","10484018","denmark","4",10,41,46,8,48,13,20,13,12,12,70,"2",24
"05xrj0yw","10484018","denmark","12",40,57,61,8,48,13,20,13,12,12,70,"2",24
"05xrj0yw","10484018","denmark","17",59,65,60,8,48,13,20,13,12,12,70,"2",24
"05xrj0yw","10484018","denmark","10",32,78,50,8,48,13,20,13,12,12,70,"2",24
"05xrj0yw","10484018","denmark","20",69,61,45,8,48,13,20,13,12,12,70,"2",24
"05xrj0yw","10484018","denmark","3",8,73,56,8,48,13,20,13,12,12,70,"2",24
"05xrj0yw","10484018","denmark","8",24,58,54,8,48,13,20,13,12,12,70,"2",24
"05xrj0yw","10484018","denmark","13",42,56,51,8,48,13,20,13,12,12,70,"2",24
"05xrj0yw","10484018","denmark","16",54,57,43,8,48,13,20,13,12,12,70,"2",24
"05xrj0yw","10484018","denmark","5",13,87,52,8,48,13,20,13,12,12,70,"2",24
"05xrj0yw","10484018","denmark","15",50,71,62,8,48,13,20,13,12,12,70,"2",24
"05xrj0yw","10484018","denmark","9",27,67,54,8,48,13,20,13,12,12,70,"2",24
"05xrj0yw","10484018","denmark","14",44,87,46,8,48,13,20,13,12,12,70,"2",24
"05xrj0yw","10484018","denmark","23",82,73,31,8,48,13,20,13,12,12,70,"2",24
"05xrj0yw","10484018","denmark","18",62,47,40,8,48,13,20,13,12,12,70,"2",24
"05xrj0yw","10484018","denmark","19",65,57,43,8,48,13,20,13,12,12,70,"2",24
"05xrj0yw","10484018","denmark","2",4,76,48,8,48,13,20,13,12,12,70,"2",24
"05xrj0yw","10484018","denmark","21",74,78,41,8,48,13,20,13,12,12,70,"2",24
"086y0853","10615410","chinese","23",82,24,71,12,54,17,18,13,19,19,86,"2",22
"086y0853","10615410","chinese","18",62,87,69,12,54,17,18,13,19,19,86,"2",22
"086y0853","10615410","chinese","7",22,73,72,12,54,17,18,13,19,19,86,"2",22
"086y0853","10615410","chinese","10",32,59,38,12,54,17,18,13,19,19,86,"2",22
"086y0853","10615410","chinese","4",10,78,88,12,54,17,18,13,19,19,86,"2",22
"086y0853","10615410","chinese","11",35,66,78,12,54,17,18,13,19,19,86,"2",22
"086y0853","10615410","chinese","8",24,85,39,12,54,17,18,13,19,19,86,"2",22
"086y0853","10615410","chinese","21",74,54,76,12,54,17,18,13,19,19,86,"2",22
"086y0853","10615410","chinese","22",76,5,36,12,54,17,18,13,19,19,86,"2",22
"086y0853","10615410","chinese","5",13,60,63,12,54,17,18,13,19,19,86,"2",22
"086y0853","10615410","chinese","3",8,60,82,12,54,17,18,13,19,19,86,"2",22
"086y0853","10615410","chinese","12",40,79,82,12,54,17,18,13,19,19,86,"2",22
"086y0853","10615410","chinese","24",85,44,25,12,54,17,18,13,19,19,86,"2",22
"086y0853","10615410","chinese","14",44,78,72,12,54,17,18,13,19,19,86,"2",22
"086y0853","10615410","chinese","1",0,79,44,12,54,17,18,13,19,19,86,"2",22
"086y0853","10615410","chinese","20",69,39,16,12,54,17,18,13,19,19,86,"2",22
"086y0853","10615410","chinese","16",54,76,67,12,54,17,18,13,19,19,86,"2",22
"086y0853","10615410","chinese","17",59,33,24,12,54,17,18,13,19,19,86,"2",22
"086y0853","10615410","chinese","19",65,36,15,12,54,17,18,13,19,19,86,"2",22
"086y0853","10615410","chinese","2",4,37,9,12,54,17,18,13,19,19,86,"2",22
"086y0853","10615410","chinese","13",42,70,36,12,54,17,18,13,19,19,86,"2",22
"086y0853","10615410","chinese","15",50,73,32,12,54,17,18,13,19,19,86,"2",22
"086y0853","10615410","chinese","6",18,91,74,12,54,17,18,13,19,19,86,"2",22
"086y0853","10615410","chinese","9",27,66,70,12,54,17,18,13,19,19,86,"2",22
"0rj5b2ip","10615301","chinese","18",62,37,89,29,109,18,20,18,20,20,96,"2",23
"0rj5b2ip","10615301","chinese","14",44,91,76,29,109,18,20,18,20,20,96,"2",23
"0rj5b2ip","10615301","chinese","17",59,81,90,29,109,18,20,18,20,20,96,"2",23
"0rj5b2ip","10615301","chinese","16",54,86,87,29,109,18,20,18,20,20,96,"2",23
"0rj5b2ip","10615301","chinese","22",76,64,81,29,109,18,20,18,20,20,96,"2",23
"0rj5b2ip","10615301","chinese","15",50,47,80,29,109,18,20,18,20,20,96,"2",23
"0rj5b2ip","10615301","chinese","21",74,46,79,29,109,18,20,18,20,20,96,"2",23
"0rj5b2ip","10615301","chinese","13",42,95,95,29,109,18,20,18,20,20,96,"2",23
"0rj5b2ip","10615301","chinese","19",65,95,80,29,109,18,20,18,20,20,96,"2",23
"0rj5b2ip","10615301","chinese","2",4,85,50,29,109,18,20,18,20,20,96,"2",23
"0rj5b2ip","10615301","chinese","23",82,44,78,29,109,18,20,18,20,20,96,"2",23
"0rj5b2ip","10615301","chinese","12",40,79,67,29,109,18,20,18,20,20,96,"2",23
"0rj5b2ip","10615301","chinese","5",13,55,86,29,109,18,20,18,20,20,96,"2",23
"0rj5b2ip","10615301","chinese","24",85,74,63,29,109,18,20,18,20,20,96,"2",23
"0rj5b2ip","10615301","chinese","1",0,90,81,29,109,18,20,18,20,20,96,"2",23
"0rj5b2ip","10615301","chinese","6",18,97,91,29,109,18,20,18,20,20,96,"2",23
"0rj5b2ip","10615301","chinese","7",22,84,75,29,109,18,20,18,20,20,96,"2",23
"0rj5b2ip","10615301","chinese","4",10,89,50,29,109,18,20,18,20,20,96,"2",23
"0rj5b2ip","10615301","chinese","20",69,58,50,29,109,18,20,18,20,20,96,"2",23
"0rj5b2ip","10615301","chinese","8",24,90,63,29,109,18,20,18,20,20,96,"2",23
"0rj5b2ip","10615301","chinese","9",27,82,48,29,109,18,20,18,20,20,96,"2",23
"0rj5b2ip","10615301","chinese","3",8,96,83,29,109,18,20,18,20,20,96,"2",23
"0rj5b2ip","10615301","chinese","10",32,63,57,29,109,18,20,18,20,20,96,"2",23
"0rj5b2ip","10615301","chinese","11",35,82,83,29,109,18,20,18,20,20,96,"2",23
"0wczf4yw","10419061","denmark","7",22,65,64,23,91,18,19,20,18,19,94,"2",21
"0wczf4yw","10419061","denmark","11",35,100,63,23,91,18,19,20,18,19,94,"2",21
"0wczf4yw","10419061","denmark","3",8,36,29,23,91,18,19,20,18,19,94,"2",21
"0wczf4yw","10419061","denmark","19",65,40,65,23,91,18,19,20,18,19,94,"2",21
"0wczf4yw","10419061","denmark","10",32,74,63,23,91,18,19,20,18,19,94,"2",21
"0wczf4yw","10419061","denmark","12",40,69,26,23,91,18,19,20,18,19,94,"2",21
"0wczf4yw","10419061","denmark","24",85,26,28,23,91,18,19,20,18,19,94,"2",21
"0wczf4yw","10419061","denmark","17",59,69,66,23,91,18,19,20,18,19,94,"2",21
"0wczf4yw","10419061","denmark","16",54,59,70,23,91,18,19,20,18,19,94,"2",21
"0wczf4yw","10419061","denmark","2",4,64,60,23,91,18,19,20,18,19,94,"2",21
"0wczf4yw","10419061","denmark","22",76,65,65,23,91,18,19,20,18,19,94,"2",21
"0wczf4yw","10419061","denmark","8",24,69,66,23,91,18,19,20,18,19,94,"2",21
"0wczf4yw","10419061","denmark","1",0,95,69,23,91,18,19,20,18,19,94,"2",21
"0wczf4yw","10419061","denmark","20",69,49,74,23,91,18,19,20,18,19,94,"2",21
"0wczf4yw","10419061","denmark","4",10,35,62,23,91,18,19,20,18,19,94,"2",21
"0wczf4yw","10419061","denmark","14",44,91,74,23,91,18,19,20,18,19,94,"2",21
"0wczf4yw","10419061","denmark","9",27,79,65,23,91,18,19,20,18,19,94,"2",21
"0wczf4yw","10419061","denmark","21",74,35,28,23,91,18,19,20,18,19,94,"2",21
"0wczf4yw","10419061","denmark","23",82,74,60,23,91,18,19,20,18,19,94,"2",21
"0wczf4yw","10419061","denmark","6",18,34,32,23,91,18,19,20,18,19,94,"2",21
"0wczf4yw","10419061","denmark","18",62,100,61,23,91,18,19,20,18,19,94,"2",21
"0wczf4yw","10419061","denmark","15",50,65,39,23,91,18,19,20,18,19,94,"2",21
"0wczf4yw","10419061","denmark","13",42,68,10,23,91,18,19,20,18,19,94,"2",21
"0wczf4yw","10419061","denmark","5",13,57,61,23,91,18,19,20,18,19,94,"2",21
"12w4b7xr","10747920","chinese","12",40,100,83,27,110,19,15,19,19,20,92,"2",22
"12w4b7xr","10747920","chinese","8",24,100,92,27,110,19,15,19,19,20,92,"2",22
"12w4b7xr","10747920","chinese","2",4,82,70,27,110,19,15,19,19,20,92,"2",22
"12w4b7xr","10747920","chinese","16",54,76,81,27,110,19,15,19,19,20,92,"2",22
"12w4b7xr","10747920","chinese","22",76,82,66,27,110,19,15,19,19,20,92,"2",22
"12w4b7xr","10747920","chinese","5",13,70,69,27,110,19,15,19,19,20,92,"2",22
"12w4b7xr","10747920","chinese","3",8,84,72,27,110,19,15,19,19,20,92,"2",22
"12w4b7xr","10747920","chinese","17",59,64,74,27,110,19,15,19,19,20,92,"2",22
"12w4b7xr","10747920","chinese","4",10,70,85,27,110,19,15,19,19,20,92,"2",22
"12w4b7xr","10747920","chinese","20",69,99,80,27,110,19,15,19,19,20,92,"2",22
"12w4b7xr","10747920","chinese","15",50,76,71,27,110,19,15,19,19,20,92,"2",22
"12w4b7xr","10747920","chinese","9",27,82,95,27,110,19,15,19,19,20,92,"2",22
"12w4b7xr","10747920","chinese","1",0,65,74,27,110,19,15,19,19,20,92,"2",22
"12w4b7xr","10747920","chinese","11",35,69,83,27,110,19,15,19,19,20,92,"2",22
"12w4b7xr","10747920","chinese","24",85,70,91,27,110,19,15,19,19,20,92,"2",22
"12w4b7xr","10747920","chinese","10",32,81,77,27,110,19,15,19,19,20,92,"2",22
"12w4b7xr","10747920","chinese","13",42,78,92,27,110,19,15,19,19,20,92,"2",22
"12w4b7xr","10747920","chinese","7",22,71,83,27,110,19,15,19,19,20,92,"2",22
"12w4b7xr","10747920","chinese","21",74,76,82,27,110,19,15,19,19,20,92,"2",22
"12w4b7xr","10747920","chinese","18",62,100,70,27,110,19,15,19,19,20,92,"2",22
"12w4b7xr","10747920","chinese","6",18,75,76,27,110,19,15,19,19,20,92,"2",22
"12w4b7xr","10747920","chinese","19",65,77,79,27,110,19,15,19,19,20,92,"2",22
"12w4b7xr","10747920","chinese","14",44,74,72,27,110,19,15,19,19,20,92,"2",22
"12w4b7xr","10747920","chinese","23",82,69,56,27,110,19,15,19,19,20,92,"2",22
"130mtdx5","10749093","chinese","20",69,33,31,23,81,17,19,14,18,17,85,"2",20
"130mtdx5","10749093","chinese","23",82,24,33,23,81,17,19,14,18,17,85,"2",20
"130mtdx5","10749093","chinese","9",27,78,80,23,81,17,19,14,18,17,85,"2",20
"130mtdx5","10749093","chinese","10",32,77,70,23,81,17,19,14,18,17,85,"2",20
"130mtdx5","10749093","chinese","19",65,37,67,23,81,17,19,14,18,17,85,"2",20
"130mtdx5","10749093","chinese","2",4,73,63,23,81,17,19,14,18,17,85,"2",20
"130mtdx5","10749093","chinese","21",74,38,23,23,81,17,19,14,18,17,85,"2",20
"130mtdx5","10749093","chinese","15",50,76,67,23,81,17,19,14,18,17,85,"2",20
"130mtdx5","10749093","chinese","3",8,57,39,23,81,17,19,14,18,17,85,"2",20
"130mtdx5","10749093","chinese","7",22,70,62,23,81,17,19,14,18,17,85,"2",20
"130mtdx5","10749093","chinese","1",0,22,12,23,81,17,19,14,18,17,85,"2",20
"130mtdx5","10749093","chinese","4",10,32,35,23,81,17,19,14,18,17,85,"2",20
"130mtdx5","10749093","chinese","6",18,82,65,23,81,17,19,14,18,17,85,"2",20
"130mtdx5","10749093","chinese","11",35,80,89,23,81,17,19,14,18,17,85,"2",20
"130mtdx5","10749093","chinese","13",42,93,80,23,81,17,19,14,18,17,85,"2",20
"130mtdx5","10749093","chinese","17",59,39,67,23,81,17,19,14,18,17,85,"2",20
"130mtdx5","10749093","chinese","16",54,61,75,23,81,17,19,14,18,17,85,"2",20
"130mtdx5","10749093","chinese","12",40,58,59,23,81,17,19,14,18,17,85,"2",20
"130mtdx5","10749093","chinese","18",62,38,38,23,81,17,19,14,18,17,85,"2",20
"130mtdx5","10749093","chinese","5",13,57,79,23,81,17,19,14,18,17,85,"2",20
"130mtdx5","10749093","chinese","24",85,14,28,23,81,17,19,14,18,17,85,"2",20
"130mtdx5","10749093","chinese","8",24,70,74,23,81,17,19,14,18,17,85,"2",20
"130mtdx5","10749093","chinese","14",44,74,81,23,81,17,19,14,18,17,85,"2",20
"130mtdx5","10749093","chinese","22",76,36,34,23,81,17,19,14,18,17,85,"2",20
"1stccggy","10389972","denmark","6",18,34,24,8,63,18,17,18,19,16,88,"2",21
"1stccggy","10389972","denmark","24",85,3,1,8,63,18,17,18,19,16,88,"2",21
"1stccggy","10389972","denmark","2",4,27,75,8,63,18,17,18,19,16,88,"2",21
"1stccggy","10389972","denmark","11",35,72,86,8,63,18,17,18,19,16,88,"2",21
"1stccggy","10389972","denmark","9",27,17,61,8,63,18,17,18,19,16,88,"2",21
"1stccggy","10389972","denmark","20",69,59,6,8,63,18,17,18,19,16,88,"2",21
"1stccggy","10389972","denmark","19",65,34,28,8,63,18,17,18,19,16,88,"2",21
"1stccggy","10389972","denmark","18",62,1,4,8,63,18,17,18,19,16,88,"2",21
"1stccggy","10389972","denmark","21",74,41,39,8,63,18,17,18,19,16,88,"2",21
"1stccggy","10389972","denmark","5",13,60,59,8,63,18,17,18,19,16,88,"2",21
"1stccggy","10389972","denmark","23",82,1,11,8,63,18,17,18,19,16,88,"2",21
"1stccggy","10389972","denmark","14",44,59,76,8,63,18,17,18,19,16,88,"2",21
"1stccggy","10389972","denmark","12",40,24,34,8,63,18,17,18,19,16,88,"2",21
"1stccggy","10389972","denmark","3",8,40,69,8,63,18,17,18,19,16,88,"2",21
"1stccggy","10389972","denmark","15",50,20,1,8,63,18,17,18,19,16,88,"2",21
"1stccggy","10389972","denmark","17",59,81,40,8,63,18,17,18,19,16,88,"2",21
"1stccggy","10389972","denmark","16",54,69,69,8,63,18,17,18,19,16,88,"2",21
"1stccggy","10389972","denmark","10",32,87,34,8,63,18,17,18,19,16,88,"2",21
"1stccggy","10389972","denmark","4",10,68,46,8,63,18,17,18,19,16,88,"2",21
"1stccggy","10389972","denmark","8",24,59,58,8,63,18,17,18,19,16,88,"2",21
"1stccggy","10389972","denmark","13",42,64,87,8,63,18,17,18,19,16,88,"2",21
"1stccggy","10389972","denmark","22",76,4,6,8,63,18,17,18,19,16,88,"2",21
"1stccggy","10389972","denmark","1",0,57,30,8,63,18,17,18,19,16,88,"2",21
"1stccggy","10389972","denmark","7",22,31,57,8,63,18,17,18,19,16,88,"2",21
"22s25t0u","10693500","denmark","19",65,45,11,33,72,15,16,16,12,12,71,"1",25
"22s25t0u","10693500","denmark","7",22,57,1,33,72,15,16,16,12,12,71,"1",25
"22s25t0u","10693500","denmark","8",24,36,20,33,72,15,16,16,12,12,71,"1",25
"22s25t0u","10693500","denmark","23",82,72,10,33,72,15,16,16,12,12,71,"1",25
"22s25t0u","10693500","denmark","20",69,27,0,33,72,15,16,16,12,12,71,"1",25
"22s25t0u","10693500","denmark","6",18,41,0,33,72,15,16,16,12,12,71,"1",25
"22s25t0u","10693500","denmark","4",10,18,16,33,72,15,16,16,12,12,71,"1",25
"22s25t0u","10693500","denmark","16",54,66,29,33,72,15,16,16,12,12,71,"1",25
"22s25t0u","10693500","denmark","10",32,30,23,33,72,15,16,16,12,12,71,"1",25
"22s25t0u","10693500","denmark","21",74,17,17,33,72,15,16,16,12,12,71,"1",25
"22s25t0u","10693500","denmark","1",0,0,3,33,72,15,16,16,12,12,71,"1",25
"22s25t0u","10693500","denmark","14",44,27,15,33,72,15,16,16,12,12,71,"1",25
"22s25t0u","10693500","denmark","2",4,46,0,33,72,15,16,16,12,12,71,"1",25
"22s25t0u","10693500","denmark","15",50,24,12,33,72,15,16,16,12,12,71,"1",25
"22s25t0u","10693500","denmark","13",42,31,7,33,72,15,16,16,12,12,71,"1",25
"22s25t0u","10693500","denmark","22",76,27,0,33,72,15,16,16,12,12,71,"1",25
"22s25t0u","10693500","denmark","11",35,16,50,33,72,15,16,16,12,12,71,"1",25
"22s25t0u","10693500","denmark","18",62,58,0,33,72,15,16,16,12,12,71,"1",25
"22s25t0u","10693500","denmark","12",40,31,20,33,72,15,16,16,12,12,71,"1",25
"22s25t0u","10693500","denmark","3",8,29,22,33,72,15,16,16,12,12,71,"1",25
"22s25t0u","10693500","denmark","9",27,0,34,33,72,15,16,16,12,12,71,"1",25
"22s25t0u","10693500","denmark","5",13,66,0,33,72,15,16,16,12,12,71,"1",25
"22s25t0u","10693500","denmark","17",59,46,20,33,72,15,16,16,12,12,71,"1",25
"22s25t0u","10693500","denmark","24",85,34,0,33,72,15,16,16,12,12,71,"1",25
"248x4tej","10615516","chinese","18",62,66,68,31,85,18,18,16,17,15,84,"1",24
"248x4tej","10615516","chinese","11",35,37,57,31,85,18,18,16,17,15,84,"1",24
"248x4tej","10615516","chinese","10",32,23,81,31,85,18,18,16,17,15,84,"1",24
"248x4tej","10615516","chinese","16",54,32,56,31,85,18,18,16,17,15,84,"1",24
"248x4tej","10615516","chinese","12",40,64,59,31,85,18,18,16,17,15,84,"1",24
"248x4tej","10615516","chinese","21",74,60,56,31,85,18,18,16,17,15,84,"1",24
"248x4tej","10615516","chinese","5",13,72,96,31,85,18,18,16,17,15,84,"1",24
"248x4tej","10615516","chinese","17",59,14,75,31,85,18,18,16,17,15,84,"1",24
"248x4tej","10615516","chinese","1",0,35,62,31,85,18,18,16,17,15,84,"1",24
"248x4tej","10615516","chinese","3",8,39,63,31,85,18,18,16,17,15,84,"1",24
"248x4tej","10615516","chinese","4",10,84,59,31,85,18,18,16,17,15,84,"1",24
"248x4tej","10615516","chinese","19",65,25,42,31,85,18,18,16,17,15,84,"1",24
"248x4tej","10615516","chinese","2",4,22,96,31,85,18,18,16,17,15,84,"1",24
"248x4tej","10615516","chinese","22",76,59,58,31,85,18,18,16,17,15,84,"1",24
"248x4tej","10615516","chinese","13",42,74,61,31,85,18,18,16,17,15,84,"1",24
"248x4tej","10615516","chinese","15",50,33,72,31,85,18,18,16,17,15,84,"1",24
"248x4tej","10615516","chinese","24",85,79,71,31,85,18,18,16,17,15,84,"1",24
"248x4tej","10615516","chinese","14",44,66,71,31,85,18,18,16,17,15,84,"1",24
"248x4tej","10615516","chinese","20",69,57,36,31,85,18,18,16,17,15,84,"1",24
"248x4tej","10615516","chinese","7",22,92,71,31,85,18,18,16,17,15,84,"1",24
"248x4tej","10615516","chinese","8",24,33,77,31,85,18,18,16,17,15,84,"1",24
"248x4tej","10615516","chinese","6",18,91,56,31,85,18,18,16,17,15,84,"1",24
"248x4tej","10615516","chinese","23",82,65,86,31,85,18,18,16,17,15,84,"1",24
"248x4tej","10615516","chinese","9",27,43,38,31,85,18,18,16,17,15,84,"1",24
"29v1q34h","10747783","chinese","12",40,63,59,29,86,17,19,17,20,18,91,"2",20
"29v1q34h","10747783","chinese","16",54,56,56,29,86,17,19,17,20,18,91,"2",20
"29v1q34h","10747783","chinese","22",76,67,95,29,86,17,19,17,20,18,91,"2",20
"29v1q34h","10747783","chinese","14",44,63,59,29,86,17,19,17,20,18,91,"2",20
"29v1q34h","10747783","chinese","15",50,60,98,29,86,17,19,17,20,18,91,"2",20
"29v1q34h","10747783","chinese","19",65,56,61,29,86,17,19,17,20,18,91,"2",20
"29v1q34h","10747783","chinese","9",27,60,64,29,86,17,19,17,20,18,91,"2",20
"29v1q34h","10747783","chinese","8",24,37,94,29,86,17,19,17,20,18,91,"2",20
"29v1q34h","10747783","chinese","24",85,31,93,29,86,17,19,17,20,18,91,"2",20
"29v1q34h","10747783","chinese","6",18,62,46,29,86,17,19,17,20,18,91,"2",20
"29v1q34h","10747783","chinese","5",13,68,60,29,86,17,19,17,20,18,91,"2",20
"29v1q34h","10747783","chinese","7",22,66,56,29,86,17,19,17,20,18,91,"2",20
"29v1q34h","10747783","chinese","3",8,60,64,29,86,17,19,17,20,18,91,"2",20
"29v1q34h","10747783","chinese","20",69,63,55,29,86,17,19,17,20,18,91,"2",20
"29v1q34h","10747783","chinese","17",59,32,80,29,86,17,19,17,20,18,91,"2",20
"29v1q34h","10747783","chinese","11",35,94,99,29,86,17,19,17,20,18,91,"2",20
"29v1q34h","10747783","chinese","21",74,71,96,29,86,17,19,17,20,18,91,"2",20
"29v1q34h","10747783","chinese","10",32,44,100,29,86,17,19,17,20,18,91,"2",20
"29v1q34h","10747783","chinese","23",82,57,96,29,86,17,19,17,20,18,91,"2",20
"29v1q34h","10747783","chinese","1",0,42,27,29,86,17,19,17,20,18,91,"2",20
